ActiveIngredient_list,ingredient_token_order,fda_ingredient_token_raw,fda_token_norm,fda_token_root_norm,dea_scheduled_substance_names,dea_scheduled_candidate_names,dea_scheduled_current_schedules,dea_scheduled_drug_codes,dea_list_i_substance_names,dea_list_i_candidate_names,dea_list_i_drug_codes,dea_source_name_count,dea_scheduled_candidate_count,dea_list_i_candidate_count,dea_candidate_type_summary,dea_stage_label,dea_confident_match_flag,dea_list_i_only_flag,dea_match_method,dea_possible_candidate_substance_names,dea_possible_candidate_names,dea_possible_candidate_schedules,dea_possible_candidate_drug_codes,dea_possible_candidate_count,dea_possible_match_method
ADALIMUMAB-AACF,1,ADALIMUMAB-AACF,ADALIMUMAB AACF,ADALIMUMAB AACF,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-AATY,1,ADALIMUMAB-AATY,ADALIMUMAB AATY,ADALIMUMAB AATY,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-ADAZ,1,ADALIMUMAB-ADAZ,ADALIMUMAB ADAZ,ADALIMUMAB ADAZ,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-ADBM,1,ADALIMUMAB-ADBM,ADALIMUMAB ADBM,ADALIMUMAB ADBM,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-AFZB,1,ADALIMUMAB-AFZB,ADALIMUMAB AFZB,ADALIMUMAB AFZB,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-AQVH,1,ADALIMUMAB-AQVH,ADALIMUMAB AQVH,ADALIMUMAB AQVH,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-ATTO,1,ADALIMUMAB-ATTO,ADALIMUMAB ATTO,ADALIMUMAB ATTO,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-BWWD,1,ADALIMUMAB-BWWD,ADALIMUMAB BWWD,ADALIMUMAB BWWD,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-FKJP,1,ADALIMUMAB-FKJP,ADALIMUMAB FKJP,ADALIMUMAB FKJP,,,,,,,,,,,,,,,,,,,,,
ADALIMUMAB-RYVK,1,ADALIMUMAB-RYVK,ADALIMUMAB RYVK,ADALIMUMAB RYVK,,,,,,,,,,,,,,,,,,,,,
ADAPALENE,1,ADAPALENE,ADAPALENE,ADAPALENE,,,,,,,,,,,,,,,,,,,,,
ADAPALENE; BENZOYL PEROXIDE,1,ADAPALENE,ADAPALENE,ADAPALENE,,,,,,,,,,,,,,,,,,,,,
ADAPALENE; BENZOYL PEROXIDE,2,BENZOYL PEROXIDE,BENZOYL PEROXIDE,BENZOYL PEROXIDE,,,,,,,,,,,,,,,,,,,,,
ADAPALENE; BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,1,ADAPALENE,ADAPALENE,ADAPALENE,,,,,,,,,,,,,,,,,,,,,
ADAPALENE; BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,2,BENZOYL PEROXIDE,BENZOYL PEROXIDE,BENZOYL PEROXIDE,,,,,,,,,,,,,,,,,,,,,
ADAPALENE; BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,3,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN,,,,,,,,,,,,,,,,,,,,,
ADEFOVIR DIPIVOXIL,1,ADEFOVIR DIPIVOXIL,ADEFOVIR DIPIVOXIL,ADEFOVIR DIPIVOXIL,,,,,,,,,,,,,,,,,,,,,
ADENOSINE,1,ADENOSINE,ADENOSINE,ADENOSINE,,,,,,,,,,,,,,,,,,,,,
ADO-TRASTUZUMAB EMTANSINE,1,ADO-TRASTUZUMAB EMTANSINE,ADO TRASTUZUMAB EMTANSINE,ADO TRASTUZUMAB EMTANSINE,,,,,,,,,,,,,,,,,,,,,
ADUCANUMAB-AVWA,1,ADUCANUMAB-AVWA,ADUCANUMAB AVWA,ADUCANUMAB AVWA,,,,,,,,,,,,,,,,,,,,,
AFAMELANOTIDE,1,AFAMELANOTIDE,AFAMELANOTIDE,AFAMELANOTIDE,,,,,,,,,,,,,,,,,,,,,
AFATINIB,1,AFATINIB,AFATINIB,AFATINIB,,,,,,,,,,,,,,,,,,,,,
AFATINIB DIMALEATE,1,AFATINIB DIMALEATE,AFATINIB DIMALEATE,AFATINIB DIMALEATE,,,,,,,,,,,,,,,,,,,,,
AFICAMTEN,1,AFICAMTEN,AFICAMTEN,AFICAMTEN,,,,,,,,,,,,,,,,,,,,,
AFLIBERCEPT,1,AFLIBERCEPT,AFLIBERCEPT,AFLIBERCEPT,,,,,,,,,,,,,,,,,,,,,
AFLIBERCEPT-ABZV,1,AFLIBERCEPT-ABZV,AFLIBERCEPT ABZV,AFLIBERCEPT ABZV,,,,,,,,,,,,,,,,,,,,,
AFLIBERCEPT-AYYH,1,AFLIBERCEPT-AYYH,AFLIBERCEPT AYYH,AFLIBERCEPT AYYH,,,,,,,,,,,,,,,,,,,,,
AFLIBERCEPT-BOAV,1,AFLIBERCEPT-BOAV,AFLIBERCEPT BOAV,AFLIBERCEPT BOAV,,,,,,,,,,,,,,,,,,,,,
AFLIBERCEPT-JBVF,1,AFLIBERCEPT-JBVF,AFLIBERCEPT JBVF,AFLIBERCEPT JBVF,,,,,,,,,,,,,,,,,,,,,
AFLIBERCEPT-MRBB,1,AFLIBERCEPT-MRBB,AFLIBERCEPT MRBB,AFLIBERCEPT MRBB,,,,,,,,,,,,,,,,,,,,,
AFLIBERCEPT-YSZY,1,AFLIBERCEPT-YSZY,AFLIBERCEPT YSZY,AFLIBERCEPT YSZY,,,,,,,,,,,,,,,,,,,,,
AGALSIDASE BETA,1,AGALSIDASE BETA,AGALSIDASE BETA,AGALSIDASE BETA,,,,,,,,,,,,,,,,,,,,,
AIR,1,AIR,AIR,AIR,,,,,,,,,,,,,,,,,,,,,
AIR POLYMER-TYPE A,1,AIR POLYMER-TYPE A,AIR POLYMER TYPE A,AIR POLYMER TYPE A,,,,,,,,,,,,,,,,,,,,,
ALATROFLOXACIN MESYLATE,1,ALATROFLOXACIN MESYLATE,ALATROFLOXACIN MESYLATE,ALATROFLOXACIN,,,,,,,,,,,,,,,,,,,,,
ALBENDAZOLE,1,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,,,,,,,,,,,,,,,,,,,,,
ALBIGLUTIDE,1,ALBIGLUTIDE,ALBIGLUTIDE,ALBIGLUTIDE,,,,,,,,,,,,,,,,,,,,,
ALBUMIN CHROMATED CR-51 SERUM,1,ALBUMIN CHROMATED CR-51 SERUM,ALBUMIN CHROMATED CR 51 SERUM,ALBUMIN CHROMATED CR 51 SERUM,,,,,,,,,,,,,,,,,,,,,
ALBUMIN HUMAN,1,ALBUMIN HUMAN,ALBUMIN HUMAN,ALBUMIN HUMAN,,,,,,,,,,,,,,,,,,,,,
ALBUMIN IODINATED I-125 SERUM,1,ALBUMIN IODINATED I-125 SERUM,ALBUMIN IODINATED I 125 SERUM,ALBUMIN IODINATED I 125 SERUM,,,,,,,,,,,,,,,,,,,,,
ALBUMIN IODINATED I-131 SERUM,1,ALBUMIN IODINATED I-131 SERUM,ALBUMIN IODINATED I 131 SERUM,ALBUMIN IODINATED I 131 SERUM,,,,,,,,,,,,,,,,,,,,,
ALBUTEROL,1,ALBUTEROL,ALBUTEROL,ALBUTEROL,,,,,,,,,,,,,,,,,,,,,
ALBUTEROL SULFATE,1,ALBUTEROL SULFATE,ALBUTEROL SULFATE,ALBUTEROL,,,,,,,,,,,,,,,,,,,,,
ALBUTEROL SULFATE; BUDESONIDE,1,ALBUTEROL SULFATE,ALBUTEROL SULFATE,ALBUTEROL,,,,,,,,,,,,,,,,,,,,,
ALBUTEROL SULFATE; BUDESONIDE,2,BUDESONIDE,BUDESONIDE,BUDESONIDE,,,,,,,,,,,,,,,,,,,,,
ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,1,ALBUTEROL SULFATE,ALBUTEROL SULFATE,ALBUTEROL,,,,,,,,,,,,,,,,,,,,,
ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,2,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,IPRATROPIUM,,,,,,,,,,,,,,,,,,,,,
ALCAFTADINE,1,ALCAFTADINE,ALCAFTADINE,ALCAFTADINE,,,,,,,,,,,,,,,,,,,,,
ALCLOMETASONE DIPROPIONATE,1,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,,,,,,,,,,,,,,,,,,,,,
ALCOHOL; CHLORHEXIDINE GLUCONATE,1,ALCOHOL,ALCOHOL,ALCOHOL,,,,,,,,,,,,,,,,,,,,,
ALCOHOL; CHLORHEXIDINE GLUCONATE,2,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,,,,,,,,,,,,,,,,,,,,,
ALCOHOL; DEXTROSE,1,ALCOHOL,ALCOHOL,ALCOHOL,,,,,,,,,,,,,,,,,,,,,
ALCOHOL; DEXTROSE,2,DEXTROSE,DEXTROSE,DEXTROSE,,,,,,,,,,,,,,,,,,,,,
ALDESLEUKIN,1,ALDESLEUKIN,ALDESLEUKIN,ALDESLEUKIN,,,,,,,,,,,,,,,,,,,,,
ALECTINIB HYDROCHLORIDE,1,ALECTINIB HYDROCHLORIDE,ALECTINIB HYDROCHLORIDE,ALECTINIB,,,,,,,,,,,,,,,,,,,,,
ALEMTUZUMAB,1,ALEMTUZUMAB,ALEMTUZUMAB,ALEMTUZUMAB,,,,,,,,,,,,,,,,,,,,,
ALENDRONATE SODIUM,1,ALENDRONATE SODIUM,ALENDRONATE SODIUM,ALENDRONATE,,,,,,,,,,,,,,,,,,,,,
ALENDRONATE SODIUM; CHOLECALCIFEROL,1,ALENDRONATE SODIUM,ALENDRONATE SODIUM,ALENDRONATE,,,,,,,,,,,,,,,,,,,,,
ALENDRONATE SODIUM; CHOLECALCIFEROL,2,CHOLECALCIFEROL,CHOLECALCIFEROL,CHOLECALCIFEROL,,,,,,,,,,,,,,,,,,,,,
ALFENTANIL HYDROCHLORIDE,1,ALFENTANIL HYDROCHLORIDE,ALFENTANIL HYDROCHLORIDE,ALFENTANIL,Alfentanil Hydrochloride | Alfentanil Hydrochloride (H2O),ALFENTANIL HYDROCHLORIDE,II,9737,,,,2.0,2.0,0.0,core_name,exact,True,False,exact,,,,,,
ALFUZOSIN HYDROCHLORIDE,1,ALFUZOSIN HYDROCHLORIDE,ALFUZOSIN HYDROCHLORIDE,ALFUZOSIN,,,,,,,,,,,,,,,,,,,,,
ALGLUCOSIDASE ALFA,1,ALGLUCOSIDASE ALFA,ALGLUCOSIDASE ALFA,ALGLUCOSIDASE ALFA,,,,,,,,,,,,,,,,,,,,,
ALIROCUMAB,1,ALIROCUMAB,ALIROCUMAB,ALIROCUMAB,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE,1,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE,1,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE,2,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,AMLODIPINE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE,1,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE,2,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,AMLODIPINE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE,3,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; HYDROCHLOROTHIAZIDE,1,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; HYDROCHLOROTHIAZIDE,2,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; VALSARTAN,1,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,,,,,,,,,,,,,,,,,,,,,
ALISKIREN HEMIFUMARATE; VALSARTAN,2,VALSARTAN,VALSARTAN,VALSARTAN,,,,,,,,,,,,,,,,,,,,,
ALITRETINOIN,1,ALITRETINOIN,ALITRETINOIN,ALITRETINOIN,,,,,,,,,,,,,,,,,,,,,
ALLOPURINOL,1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,,,,,,,,,,,,,,,,,,,,,
ALLOPURINOL SODIUM,1,ALLOPURINOL SODIUM,ALLOPURINOL SODIUM,ALLOPURINOL,,,,,,,,,,,,,,,,,,,,,
ALLOPURINOL; LESINURAD,1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,,,,,,,,,,,,,,,,,,,,,
ALLOPURINOL; LESINURAD,2,LESINURAD,LESINURAD,LESINURAD,,,,,,,,,,,,,,,,,,,,,
ALMOTRIPTAN MALATE,1,ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,,,,,,,,,,,,,,,,,,,,,
ALOGLIPTIN AND METFORMIN HYDROCHLORIDE,1,ALOGLIPTIN AND METFORMIN HYDROCHLORIDE,ALOGLIPTIN AND METFORMIN HYDROCHLORIDE,ALOGLIPTIN AND METFORMIN,,,,,,,,,,,,,,,,,,,,,
ALOGLIPTIN BENZOATE,1,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE,ALOGLIPTIN,,,,,,,,,,,,,,,,,,,,,
ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE,1,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE,ALOGLIPTIN,,,,,,,,,,,,,,,,,,,,,
ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE,1,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE,ALOGLIPTIN,,,,,,,,,,,,,,,,,,,,,
ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE,2,PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE,,,,,,,,,,,,,,,,,,,,,
ALOGLIPTIN; METFORMIN HYDROCHLORIDE,1,ALOGLIPTIN,ALOGLIPTIN,ALOGLIPTIN,,,,,,,,,,,,,,,,,,,,,
ALOGLIPTIN; METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
ALOSETRON HYDROCHLORIDE,1,ALOSETRON HYDROCHLORIDE,ALOSETRON HYDROCHLORIDE,ALOSETRON,,,,,,,,,,,,,,,,,,,,,
ALPELISIB,1,ALPELISIB,ALPELISIB,ALPELISIB,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,1,ALPHA-TOCOPHEROL ACETATE,ALPHA TOCOPHEROL ACETATE,ALPHA TOCOPHEROL,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,2,ASCORBIC ACID,ASCORBIC ACID,ASCORBIC ACID,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,3,BIOTIN,BIOTIN,BIOTIN,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,4,CHOLECALCIFEROL,CHOLECALCIFEROL,CHOLECALCIFEROL,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,5,CYANOCOBALAMIN,CYANOCOBALAMIN,CYANOCOBALAMIN,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,6,DEXPANTHENOL,DEXPANTHENOL,DEXPANTHENOL,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,7,FOLIC ACID,FOLIC ACID,FOLIC ACID,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,8,NIACINAMIDE,NIACINAMIDE,NIACINAMIDE,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,9,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,10,RIBOFLAVIN 5'-PHOSPHATE SODIUM,RIBOFLAVIN 5 PHOSPHATE SODIUM,RIBOFLAVIN,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,11,THIAMINE HYDROCHLORIDE,THIAMINE HYDROCHLORIDE,THIAMINE,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,12,VITAMIN A PALMITATE,VITAMIN A PALMITATE,VITAMIN A PALMITATE,,,,,,,,,,,,,,,,,,,,,
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,13,VITAMIN K,VITAMIN K,VITAMIN K,,,,,,,,,,,,,,,,,,,,,
ALPRAZOLAM,1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,Alprazolam,ALPRAZOLAM,IV,2882,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
ALPROSTADIL,1,ALPROSTADIL,ALPROSTADIL,ALPROSTADIL,,,,,,,,,,,,,,,,,,,,,
ALTEPLASE,1,ALTEPLASE,ALTEPLASE,ALTEPLASE,,,,,,,,,,,,,,,,,,,,,
ALTRETAMINE,1,ALTRETAMINE,ALTRETAMINE,ALTRETAMINE,,,,,,,,,,,,,,,,,,,,,
ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE,1,ALUMINUM HYDROXIDE,ALUMINUM HYDROXIDE,ALUMINUM HYDROXIDE,,,,,,,,,,,,,,,,,,,,,
ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE,2,MAGNESIUM TRISILICATE,MAGNESIUM TRISILICATE,MAGNESIUM TRISILICATE,,,,,,,,,,,,,,,,,,,,,
ALVIMOPAN,1,ALVIMOPAN,ALVIMOPAN,ALVIMOPAN,,,,,,,,,,,,,,,,,,,,,
AMANTADINE HYDROCHLORIDE,1,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,AMANTADINE,,,,,,,,,,,,,,,,,,,,,
AMANTADINE HYDROCHLORIDE; AMANTADINE,1,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,AMANTADINE,,,,,,,,,,,,,,,,,,,,,
AMANTADINE HYDROCHLORIDE; AMANTADINE,2,AMANTADINE,AMANTADINE,AMANTADINE,,,,,,,,,,,,,,,,,,,,,
AMBENONIUM CHLORIDE,1,AMBENONIUM CHLORIDE,AMBENONIUM CHLORIDE,AMBENONIUM,,,,,,,,,,,,,,,,,,,,,
AMBRISENTAN,1,AMBRISENTAN,AMBRISENTAN,AMBRISENTAN,,,,,,,,,,,,,,,,,,,,,
AMCINONIDE,1,AMCINONIDE,AMCINONIDE,AMCINONIDE,,,,,,,,,,,,,,,,,,,,,
AMIFAMPRIDINE,1,AMIFAMPRIDINE,AMIFAMPRIDINE,AMIFAMPRIDINE,,,,,,,,,,,,,,,,,,,,,
AMIFAMPRIDINE PHOSPHATE,1,AMIFAMPRIDINE PHOSPHATE,AMIFAMPRIDINE PHOSPHATE,AMIFAMPRIDINE,,,,,,,,,,,,,,,,,,,,,
AMIFOSTINE,1,AMIFOSTINE,AMIFOSTINE,AMIFOSTINE,,,,,,,,,,,,,,,,,,,,,
AMIKACIN SULFATE,1,AMIKACIN SULFATE,AMIKACIN SULFATE,AMIKACIN,,,,,,,,,,,,,,,,,,,,,
AMILORIDE HYDROCHLORIDE,1,AMILORIDE HYDROCHLORIDE,AMILORIDE HYDROCHLORIDE,AMILORIDE,,,,,,,,,,,,,,,,,,,,,
AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,1,AMILORIDE HYDROCHLORIDE,AMILORIDE HYDROCHLORIDE,AMILORIDE,,,,,,,,,,,,,,,,,,,,,
AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,2,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,,,,,,,,,,,,,,,,,,,,,
AMINO ACIDS,1,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,,,,,,,,,,,,,,,,,,,,,
AMINO ACIDS; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE,1,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,,,,,,,,,,,,,,,,,,,,,
AMINO ACIDS; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE,2,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,,,,,,,,,,,,,,,,,,,,,
AMINO ACIDS; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE,3,MAGNESIUM ACETATE,MAGNESIUM ACETATE,MAGNESIUM ACETATE,,,,,,,,,,,,,,,,,,,,,
AMINO ACIDS; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE,4,PHOSPHORIC ACID,PHOSPHORIC ACID,PHOSPHORIC ACID,,,,,,,,,,,,,,,,,,,,,
AMINO ACIDS; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE,5,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
