ActiveIngredient_list,ingredient_token_order,fda_ingredient_token_raw,fda_token_norm,fda_token_root_norm,dea_scheduled_substance_names,dea_scheduled_candidate_names,dea_scheduled_current_schedules,dea_scheduled_drug_codes,dea_list_i_substance_names,dea_list_i_candidate_names,dea_list_i_drug_codes,dea_source_name_count,dea_scheduled_candidate_count,dea_list_i_candidate_count,dea_candidate_type_summary,dea_stage_label,dea_confident_match_flag,dea_list_i_only_flag,dea_match_method,dea_possible_candidate_substance_names,dea_possible_candidate_names,dea_possible_candidate_schedules,dea_possible_candidate_drug_codes,dea_possible_candidate_count,dea_possible_match_method
PRILOCAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE,3,PRILOCAINE HYDROCHLORIDE,PRILOCAINE HYDROCHLORIDE,PRILOCAINE,,,,,,,,,,,,,,,,,,,,,
PRIMAQUINE PHOSPHATE,1,PRIMAQUINE PHOSPHATE,PRIMAQUINE PHOSPHATE,PRIMAQUINE,,,,,,,,,,,,,,,,,,,,,
PRIMIDONE,1,PRIMIDONE,PRIMIDONE,PRIMIDONE,,,,,,,,,,,,,,,,,,,,,
PROBENECID,1,PROBENECID,PROBENECID,PROBENECID,,,,,,,,,,,,,,,,,,,,,
PROBENECID; SULOPENEM ETZADROXIL,1,PROBENECID,PROBENECID,PROBENECID,,,,,,,,,,,,,,,,,,,,,
PROBENECID; SULOPENEM ETZADROXIL,2,SULOPENEM ETZADROXIL,SULOPENEM ETZADROXIL,SULOPENEM ETZADROXIL,,,,,,,,,,,,,,,,,,,,,
PROBUCOL,1,PROBUCOL,PROBUCOL,PROBUCOL,,,,,,,,,,,,,,,,,,,,,
PROCAINAMIDE HYDROCHLORIDE,1,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE,,,,,,,,,,,,,,,,,,,,,
PROCAINE HYDROCHLORIDE,1,PROCAINE HYDROCHLORIDE,PROCAINE HYDROCHLORIDE,PROCAINE,,,,,,,,,,,,,,,,,,,,,
PROCAINE HYDROCHLORIDE; TETRACYCLINE HYDROCHLORIDE,1,PROCAINE HYDROCHLORIDE,PROCAINE HYDROCHLORIDE,PROCAINE,,,,,,,,,,,,,,,,,,,,,
PROCAINE HYDROCHLORIDE; TETRACYCLINE HYDROCHLORIDE,2,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE,,,,,,,,,,,,,,,,,,,,,
PROCARBAZINE HYDROCHLORIDE,1,PROCARBAZINE HYDROCHLORIDE,PROCARBAZINE HYDROCHLORIDE,PROCARBAZINE,,,,,,,,,,,,,,,,,,,,,
PROCHLORPERAZINE,1,PROCHLORPERAZINE,PROCHLORPERAZINE,PROCHLORPERAZINE,,,,,,,,,,,,,,,,,,,,,
PROCHLORPERAZINE EDISYLATE,1,PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE,,,,,,,,,,,,,,,,,,,,,
PROCHLORPERAZINE MALEATE,1,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE,,,,,,,,,,,,,,,,,,,,,
PROCYCLIDINE HYDROCHLORIDE,1,PROCYCLIDINE HYDROCHLORIDE,PROCYCLIDINE HYDROCHLORIDE,PROCYCLIDINE,,,,,,,,,,,,,,,,,,,,,
PROGESTERONE,1,PROGESTERONE,PROGESTERONE,PROGESTERONE,,,,,,,,,,,,,,,,,,,,,
PROMAZINE HYDROCHLORIDE,1,PROMAZINE HYDROCHLORIDE,PROMAZINE HYDROCHLORIDE,PROMAZINE,,,,,,,,,,,,,,,,,,,,,
PROMETHAZINE HYDROCHLORIDE,1,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE,,,,,,,,,,,,,,,,,,,,,
PROPAFENONE HYDROCHLORIDE,1,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,PROPAFENONE,,,,,,,,,,,,,,,,,,,,,
PROPANTHELINE BROMIDE,1,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE,PROPANTHELINE,,,,,,,,,,,,,,,,,,,,,
PROPARACAINE HYDROCHLORIDE,1,PROPARACAINE HYDROCHLORIDE,PROPARACAINE HYDROCHLORIDE,PROPARACAINE,,,,,,,,,,,,,,,,,,,,,
PROPIOLACTONE,1,PROPIOLACTONE,PROPIOLACTONE,PROPIOLACTONE,,,,,,,,,,,,,,,,,,,,,
PROPIOMAZINE HYDROCHLORIDE,1,PROPIOMAZINE HYDROCHLORIDE,PROPIOMAZINE HYDROCHLORIDE,PROPIOMAZINE,,,,,,,,,,,,,,,,,,,,,
PROPOFOL,1,PROPOFOL,PROPOFOL,PROPOFOL,,,,,,,,,,,,,,,,,,,,,
PROPOXYPHENE HYDROCHLORIDE,1,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE,,,,,,,,,,,,,,,,,,,,,
PROPOXYPHENE NAPSYLATE,1,PROPOXYPHENE NAPSYLATE,PROPOXYPHENE NAPSYLATE,PROPOXYPHENE,,,,,,,,,,,,,,,,,,,,,
PROPRANOLOL HYDROCHLORIDE,1,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL,,,,,,,,,,,,,,,,,,,,,
PROPYLIODONE,1,PROPYLIODONE,PROPYLIODONE,PROPYLIODONE,,,,,,,,,,,,,,,,,,,,,
PROPYLTHIOURACIL,1,PROPYLTHIOURACIL,PROPYLTHIOURACIL,PROPYLTHIOURACIL,,,,,,,,,,,,,,,,,,,,,
PROTAMINE SULFATE,1,PROTAMINE SULFATE,PROTAMINE SULFATE,PROTAMINE,,,,,,,,,,,,,,,,,,,,,
PROTEIN HYDROLYSATE,1,PROTEIN HYDROLYSATE,PROTEIN HYDROLYSATE,PROTEIN HYDROLYSATE,,,,,,,,,,,,,,,,,,,,,
PROTIRELIN,1,PROTIRELIN,PROTIRELIN,PROTIRELIN,,,,,,,,,,,,,,,,,,,,,
PROTRIPTYLINE HYDROCHLORIDE,1,PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE,,,,,,,,,,,,,,,,,,,,,
PRUCALOPRIDE SUCCINATE,1,PRUCALOPRIDE SUCCINATE,PRUCALOPRIDE SUCCINATE,PRUCALOPRIDE,,,,,,,,,,,,,,,,,,,,,
PSEUDOEPHEDRINE HYDROCHLORIDE,1,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE,,,,,Pseudoephedrine Hydrochloride,PSEUDOEPHEDRINE HYDROCHLORIDE,8112,1.0,0.0,1.0,core_name,exact,False,True,exact,,,,,,
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,1,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE,,,,,Pseudoephedrine Hydrochloride,PSEUDOEPHEDRINE HYDROCHLORIDE,8112,1.0,0.0,1.0,core_name,exact,False,True,exact,,,,,,
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,2,TRIPROLIDINE HYDROCHLORIDE,TRIPROLIDINE HYDROCHLORIDE,TRIPROLIDINE,,,,,,,,,,,,,,,,,,,,,
PSEUDOEPHEDRINE POLISTIREX,1,PSEUDOEPHEDRINE POLISTIREX,PSEUDOEPHEDRINE POLISTIREX,PSEUDOEPHEDRINE POLISTIREX,,,,,,,,,,,,,,,,,,,,,
PSEUDOEPHEDRINE SULFATE,1,PSEUDOEPHEDRINE SULFATE,PSEUDOEPHEDRINE SULFATE,PSEUDOEPHEDRINE,,,,,Pseudoephedrine Sulfate (Dibasic),PSEUDOEPHEDRINE SULFATE,8112,1.0,0.0,1.0,core_name,exact,False,True,exact,,,,,,
PURIFIED WATER,1,PURIFIED WATER,PURIFIED WATER,PURIFIED WATER,,,,,,,,,,,,,,,,,,,,,
PYRAZINAMIDE,1,PYRAZINAMIDE,PYRAZINAMIDE,PYRAZINAMIDE,,,,,,,,,,,,,,,,,,,,,
PYRIDOSTIGMINE BROMIDE,1,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE,,,,,,,,,,,,,,,,,,,,,
PYRIDOXINE HYDROCHLORIDE,1,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE,,,,,,,,,,,,,,,,,,,,,
PYRILAMINE MALEATE,1,PYRILAMINE MALEATE,PYRILAMINE MALEATE,PYRILAMINE,,,,,,,,,,,,,,,,,,,,,
PYRIMETHAMINE,1,PYRIMETHAMINE,PYRIMETHAMINE,PYRIMETHAMINE,,,,,,,,,,,,,,,,,,,,,
PYRIMETHAMINE; SULFADOXINE,1,PYRIMETHAMINE,PYRIMETHAMINE,PYRIMETHAMINE,,,,,,,,,,,,,,,,,,,,,
PYRIMETHAMINE; SULFADOXINE,2,SULFADOXINE,SULFADOXINE,SULFADOXINE,,,,,,,,,,,,,,,,,,,,,
QUAZEPAM,1,QUAZEPAM,QUAZEPAM,QUAZEPAM,Quazepam,QUAZEPAM,IV,2881,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
QUETIAPINE FUMARATE,1,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,QUETIAPINE,,,,,,,,,,,,,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,1,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,QUINAPRIL,,,,,,,,,,,,,,,,,,,,,
QUINESTROL,1,QUINESTROL,QUINESTROL,QUINESTROL,,,,,,,,,,,,,,,,,,,,,
QUINETHAZONE,1,QUINETHAZONE,QUINETHAZONE,QUINETHAZONE,,,,,,,,,,,,,,,,,,,,,
QUINIDINE GLUCONATE,1,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,,,,,,,,,,,,,,,,,,,,,
QUINIDINE POLYGALACTURONATE,1,QUINIDINE POLYGALACTURONATE,QUINIDINE POLYGALACTURONATE,QUINIDINE POLYGALACTURONATE,,,,,,,,,,,,,,,,,,,,,
QUINIDINE SULFATE,1,QUINIDINE SULFATE,QUINIDINE SULFATE,QUINIDINE,,,,,,,,,,,,,,,,,,,,,
QUININE SULFATE,1,QUININE SULFATE,QUININE SULFATE,QUININE,,,,,,,,,,,,,,,,,,,,,
QUINUPRISTIN; DALFOPRISTIN,1,QUINUPRISTIN,QUINUPRISTIN,QUINUPRISTIN,,,,,,,,,,,,,,,,,,,,,
QUINUPRISTIN; DALFOPRISTIN,2,DALFOPRISTIN,DALFOPRISTIN,DALFOPRISTIN,,,,,,,,,,,,,,,,,,,,,
QUIZARTINIB DIHYDROCHLORIDE,1,QUIZARTINIB DIHYDROCHLORIDE,QUIZARTINIB DIHYDROCHLORIDE,QUIZARTINIB DIHYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,
RABEPRAZOLE SODIUM,1,RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,RABEPRAZOLE,,,,,,,,,,,,,,,,,,,,,
RADIUM RA-223 DICHLORIDE,1,RADIUM RA-223 DICHLORIDE,RADIUM RA 223 DICHLORIDE,RADIUM RA 223 DICHLORIDE,,,,,,,,,,,,,,,,,,,,,
RALOXIFENE HYDROCHLORIDE,1,RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,RALOXIFENE,,,,,,,,,,,,,,,,,,,,,
RALTEGRAVIR POTASSIUM,1,RALTEGRAVIR POTASSIUM,RALTEGRAVIR POTASSIUM,RALTEGRAVIR,,,,,,,,,,,,,,,,,,,,,
RAMELTEON,1,RAMELTEON,RAMELTEON,RAMELTEON,,,,,,,,,,,,,,,,,,,,,
RAMIPRIL,1,RAMIPRIL,RAMIPRIL,RAMIPRIL,,,,,,,,,,,,,,,,,,,,,
RAMUCIRUMAB,1,RAMUCIRUMAB,RAMUCIRUMAB,RAMUCIRUMAB,,,,,,,,,,,,,,,,,,,,,
RANIBIZUMAB,1,RANIBIZUMAB,RANIBIZUMAB,RANIBIZUMAB,,,,,,,,,,,,,,,,,,,,,
RANIBIZUMAB-EQRN,1,RANIBIZUMAB-EQRN,RANIBIZUMAB EQRN,RANIBIZUMAB EQRN,,,,,,,,,,,,,,,,,,,,,
RANIBIZUMAB-LEYK,1,RANIBIZUMAB-LEYK,RANIBIZUMAB LEYK,RANIBIZUMAB LEYK,,,,,,,,,,,,,,,,,,,,,
RANIBIZUMAB-NUNA,1,RANIBIZUMAB-NUNA,RANIBIZUMAB NUNA,RANIBIZUMAB NUNA,,,,,,,,,,,,,,,,,,,,,
RANITIDINE,1,RANITIDINE,RANITIDINE,RANITIDINE,,,,,,,,,,,,,,,,,,,,,
RANITIDINE BISMUTH CITRATE,1,RANITIDINE BISMUTH CITRATE,RANITIDINE BISMUTH CITRATE,RANITIDINE BISMUTH,,,,,,,,,,,,,,,,,,,,,
RANITIDINE HYDROCHLORIDE,1,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,RANITIDINE,,,,,,,,,,,,,,,,,,,,,
RANOLAZINE,1,RANOLAZINE,RANOLAZINE,RANOLAZINE,,,,,,,,,,,,,,,,,,,,,
RAPACURONIUM BROMIDE,1,RAPACURONIUM BROMIDE,RAPACURONIUM BROMIDE,RAPACURONIUM,,,,,,,,,,,,,,,,,,,,,
RASAGILINE MESYLATE,1,RASAGILINE MESYLATE,RASAGILINE MESYLATE,RASAGILINE,,,,,,,,,,,,,,,,,,,,,
RASBURICASE,1,RASBURICASE,RASBURICASE,RASBURICASE,,,,,,,,,,,,,,,,,,,,,
RAUWOLFIA SERPENTINA ROOT,1,RAUWOLFIA SERPENTINA ROOT,RAUWOLFIA SERPENTINA ROOT,RAUWOLFIA SERPENTINA ROOT,,,,,,,,,,,,,,,,,,,,,
RAVULIZUMAB-CWVZ,1,RAVULIZUMAB-CWVZ,RAVULIZUMAB CWVZ,RAVULIZUMAB CWVZ,,,,,,,,,,,,,,,,,,,,,
RAXIBACUMAB,1,RAXIBACUMAB,RAXIBACUMAB,RAXIBACUMAB,,,,,,,,,,,,,,,,,,,,,
REGADENOSON,1,REGADENOSON,REGADENOSON,REGADENOSON,,,,,,,,,,,,,,,,,,,,,
REGORAFENIB,1,REGORAFENIB,REGORAFENIB,REGORAFENIB,,,,,,,,,,,,,,,,,,,,,
RELUGOLIX,1,RELUGOLIX,RELUGOLIX,RELUGOLIX,,,,,,,,,,,,,,,,,,,,,
REMDESIVIR,1,REMDESIVIR,REMDESIVIR,REMDESIVIR,,,,,,,,,,,,,,,,,,,,,
REMIBRUTINIB,1,REMIBRUTINIB,REMIBRUTINIB,REMIBRUTINIB,,,,,,,,,,,,,,,,,,,,,
REMIFENTANIL HYDROCHLORIDE,1,REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL,Remifentanil Hydrochloride,REMIFENTANIL HYDROCHLORIDE,II,9739,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
REMIMAZOLAM BESYLATE,1,REMIMAZOLAM BESYLATE,REMIMAZOLAM BESYLATE,REMIMAZOLAM,,,,,,,,,,,,,,,,,,,,,
REPAGLINIDE,1,REPAGLINIDE,REPAGLINIDE,REPAGLINIDE,,,,,,,,,,,,,,,,,,,,,
REPOSITORY CORTICOTROPIN,1,REPOSITORY CORTICOTROPIN,REPOSITORY CORTICOTROPIN,REPOSITORY CORTICOTROPIN,,,,,,,,,,,,,,,,,,,,,
REPOTRECTINIB,1,REPOTRECTINIB,REPOTRECTINIB,REPOTRECTINIB,,,,,,,,,,,,,,,,,,,,,
RESCINNAMINE,1,RESCINNAMINE,RESCINNAMINE,RESCINNAMINE,,,,,,,,,,,,,,,,,,,,,
RESERPINE,1,RESERPINE,RESERPINE,RESERPINE,,,,,,,,,,,,,,,,,,,,,
RESERPINE; TRICHLORMETHIAZIDE,1,RESERPINE,RESERPINE,RESERPINE,,,,,,,,,,,,,,,,,,,,,
RESERPINE; TRICHLORMETHIAZIDE,2,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE,,,,,,,,,,,,,,,,,,,,,
RESLIZUMAB,1,RESLIZUMAB,RESLIZUMAB,RESLIZUMAB,,,,,,,,,,,,,,,,,,,,,
RESMETIROM,1,RESMETIROM,RESMETIROM,RESMETIROM,,,,,,,,,,,,,,,,,,,,,
RETAPAMULIN,1,RETAPAMULIN,RETAPAMULIN,RETAPAMULIN,,,,,,,,,,,,,,,,,,,,,
RETEPLASE,1,RETEPLASE,RETEPLASE,RETEPLASE,,,,,,,,,,,,,,,,,,,,,
RETIFANLIMAB-DLWR,1,RETIFANLIMAB-DLWR,RETIFANLIMAB DLWR,RETIFANLIMAB DLWR,,,,,,,,,,,,,,,,,,,,,
REVEFENACIN,1,REVEFENACIN,REVEFENACIN,REVEFENACIN,,,,,,,,,,,,,,,,,,,,,
REVUMENIB CITRATE,1,REVUMENIB CITRATE,REVUMENIB CITRATE,REVUMENIB,,,,,,,,,,,,,,,,,,,,,
REZAFUNGIN ACETATE,1,REZAFUNGIN ACETATE,REZAFUNGIN ACETATE,REZAFUNGIN,,,,,,,,,,,,,,,,,,,,,
RIBAVIRIN,1,RIBAVIRIN,RIBAVIRIN,RIBAVIRIN,,,,,,,,,,,,,,,,,,,,,
RIBOCICLIB,1,RIBOCICLIB,RIBOCICLIB,RIBOCICLIB,,,,,,,,,,,,,,,,,,,,,
RIBOCICLIB SUCCINATE,1,RIBOCICLIB SUCCINATE,RIBOCICLIB SUCCINATE,RIBOCICLIB,,,,,,,,,,,,,,,,,,,,,
RIBOFLAVIN 5'-PHOSPHATE SODIUM,1,RIBOFLAVIN 5'-PHOSPHATE SODIUM,RIBOFLAVIN 5 PHOSPHATE SODIUM,RIBOFLAVIN,,,,,,,,,,,,,,,,,,,,,
RIBOFLAVIN 5'-PHOSPHATE SODIUM; RIBOFLAVIN 5'-PHOSPHATE,1,RIBOFLAVIN 5'-PHOSPHATE SODIUM,RIBOFLAVIN 5 PHOSPHATE SODIUM,RIBOFLAVIN,,,,,,,,,,,,,,,,,,,,,
RIBOFLAVIN 5'-PHOSPHATE SODIUM; RIBOFLAVIN 5'-PHOSPHATE,2,RIBOFLAVIN 5'-PHOSPHATE,RIBOFLAVIN 5 PHOSPHATE,RIBOFLAVIN,,,,,,,,,,,,,,,,,,,,,
RIFABUTIN,1,RIFABUTIN,RIFABUTIN,RIFABUTIN,,,,,,,,,,,,,,,,,,,,,
RIFAMPIN,1,RIFAMPIN,RIFAMPIN,RIFAMPIN,,,,,,,,,,,,,,,,,,,,,
RIFAMYCIN SODIUM,1,RIFAMYCIN SODIUM,RIFAMYCIN SODIUM,RIFAMYCIN,,,,,,,,,,,,,,,,,,,,,
RIFAPENTINE,1,RIFAPENTINE,RIFAPENTINE,RIFAPENTINE,,,,,,,,,,,,,,,,,,,,,
RIFAXIMIN,1,RIFAXIMIN,RIFAXIMIN,RIFAXIMIN,,,,,,,,,,,,,,,,,,,,,
RILONACEPT,1,RILONACEPT,RILONACEPT,RILONACEPT,,,,,,,,,,,,,,,,,,,,,
RILPIVIRINE,1,RILPIVIRINE,RILPIVIRINE,RILPIVIRINE,,,,,,,,,,,,,,,,,,,,,
RILPIVIRINE HYDROCHLORIDE,1,RILPIVIRINE HYDROCHLORIDE,RILPIVIRINE HYDROCHLORIDE,RILPIVIRINE,,,,,,,,,,,,,,,,,,,,,
RILPIVIRINE HYDROCHLORIDE; RILPIVIRINE,1,RILPIVIRINE HYDROCHLORIDE,RILPIVIRINE HYDROCHLORIDE,RILPIVIRINE,,,,,,,,,,,,,,,,,,,,,
RILPIVIRINE HYDROCHLORIDE; RILPIVIRINE,2,RILPIVIRINE,RILPIVIRINE,RILPIVIRINE,,,,,,,,,,,,,,,,,,,,,
RILUZOLE,1,RILUZOLE,RILUZOLE,RILUZOLE,,,,,,,,,,,,,,,,,,,,,
RILZABRUTINIB,1,RILZABRUTINIB,RILZABRUTINIB,RILZABRUTINIB,,,,,,,,,,,,,,,,,,,,,
RIMANTADINE HYDROCHLORIDE,1,RIMANTADINE HYDROCHLORIDE,RIMANTADINE HYDROCHLORIDE,RIMANTADINE,,,,,,,,,,,,,,,,,,,,,
RIMEGEPANT,1,RIMEGEPANT,RIMEGEPANT,RIMEGEPANT,,,,,,,,,,,,,,,,,,,,,
RIMEGEPANT SULFATE,1,RIMEGEPANT SULFATE,RIMEGEPANT SULFATE,RIMEGEPANT,,,,,,,,,,,,,,,,,,,,,
RIMEXOLONE,1,RIMEXOLONE,RIMEXOLONE,RIMEXOLONE,,,,,,,,,,,,,,,,,,,,,
RIOCIGUAT,1,RIOCIGUAT,RIOCIGUAT,RIOCIGUAT,,,,,,,,,,,,,,,,,,,,,
RIPRETINIB,1,RIPRETINIB,RIPRETINIB,RIPRETINIB,,,,,,,,,,,,,,,,,,,,,
RISANKIZUMAB-RZAA,1,RISANKIZUMAB-RZAA,RISANKIZUMAB RZAA,RISANKIZUMAB RZAA,,,,,,,,,,,,,,,,,,,,,
RISDIPLAM,1,RISDIPLAM,RISDIPLAM,RISDIPLAM,,,,,,,,,,,,,,,,,,,,,
RISEDRONATE SODIUM,1,RISEDRONATE SODIUM,RISEDRONATE SODIUM,RISEDRONATE,,,,,,,,,,,,,,,,,,,,,
RISPERIDONE,1,RISPERIDONE,RISPERIDONE,RISPERIDONE,,,,,,,,,,,,,,,,,,,,,
RITLECITINIB TOSYLATE,1,RITLECITINIB TOSYLATE,RITLECITINIB TOSYLATE,RITLECITINIB,,,,,,,,,,,,,,,,,,,,,
RITODRINE HYDROCHLORIDE,1,RITODRINE HYDROCHLORIDE,RITODRINE HYDROCHLORIDE,RITODRINE,,,,,,,,,,,,,,,,,,,,,
RITONAVIR,1,RITONAVIR,RITONAVIR,RITONAVIR,,,,,,,,,,,,,,,,,,,,,
RITUXIMAB,1,RITUXIMAB,RITUXIMAB,RITUXIMAB,,,,,,,,,,,,,,,,,,,,,
RITUXIMAB-ABBS,1,RITUXIMAB-ABBS,RITUXIMAB ABBS,RITUXIMAB ABBS,,,,,,,,,,,,,,,,,,,,,
RITUXIMAB-ARRX,1,RITUXIMAB-ARRX,RITUXIMAB ARRX,RITUXIMAB ARRX,,,,,,,,,,,,,,,,,,,,,
RITUXIMAB-PVVR,1,RITUXIMAB-PVVR,RITUXIMAB PVVR,RITUXIMAB PVVR,,,,,,,,,,,,,,,,,,,,,
RITUXIMAB; HYALURONIDASE (HUMAN RECOMBINANT),1,RITUXIMAB,RITUXIMAB,RITUXIMAB,,,,,,,,,,,,,,,,,,,,,
RITUXIMAB; HYALURONIDASE (HUMAN RECOMBINANT),2,HYALURONIDASE (HUMAN RECOMBINANT),HYALURONIDASE,HYALURONIDASE,,,,,,,,,,,,,,,,,,,,,
RIVAROXABAN,1,RIVAROXABAN,RIVAROXABAN,RIVAROXABAN,,,,,,,,,,,,,,,,,,,,,
RIVASTIGMINE,1,RIVASTIGMINE,RIVASTIGMINE,RIVASTIGMINE,,,,,,,,,,,,,,,,,,,,,
RIVASTIGMINE TARTRATE,1,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,RIVASTIGMINE,,,,,,,,,,,,,,,,,,,,,
RIZATRIPTAN BENZOATE,1,RIZATRIPTAN BENZOATE,RIZATRIPTAN BENZOATE,RIZATRIPTAN,,,,,,,,,,,,,,,,,,,,,
ROCURONIUM BROMIDE,1,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,ROCURONIUM,,,,,,,,,,,,,,,,,,,,,
ROFECOXIB,1,ROFECOXIB,ROFECOXIB,ROFECOXIB,,,,,,,,,,,,,,,,,,,,,
ROFLUMILAST,1,ROFLUMILAST,ROFLUMILAST,ROFLUMILAST,,,,,,,,,,,,,,,,,,,,,
ROLAPITANT HYDROCHLORIDE,1,ROLAPITANT HYDROCHLORIDE,ROLAPITANT HYDROCHLORIDE,ROLAPITANT,,,,,,,,,,,,,,,,,,,,,
ROMIDEPSIN,1,ROMIDEPSIN,ROMIDEPSIN,ROMIDEPSIN,,,,,,,,,,,,,,,,,,,,,
ROMIPLOSTIM,1,ROMIPLOSTIM,ROMIPLOSTIM,ROMIPLOSTIM,,,,,,,,,,,,,,,,,,,,,
ROMOSOZUMAB-AQQG,1,ROMOSOZUMAB-AQQG,ROMOSOZUMAB AQQG,ROMOSOZUMAB AQQG,,,,,,,,,,,,,,,,,,,,,
ROPEGINTERFERON ALFA-2B-NJFT,1,ROPEGINTERFERON ALFA-2B-NJFT,ROPEGINTERFERON ALFA 2B NJFT,ROPEGINTERFERON ALFA 2B NJFT,,,,,,,,,,,,,,,,,,,,,
ROPINIROLE HYDROCHLORIDE,1,ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,ROPINIROLE,,,,,,,,,,,,,,,,,,,,,
ROPIVACAINE HYDROCHLORIDE,1,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE,,,,,,,,,,,,,,,,,,,,,
ROSE BENGAL SODIUM I-131,1,ROSE BENGAL SODIUM I-131,ROSE BENGAL SODIUM I 131,ROSE BENGAL SODIUM I,,,,,,,,,,,,,,,,,,,,,
ROSIGLITAZONE MALEATE,1,ROSIGLITAZONE MALEATE,ROSIGLITAZONE MALEATE,ROSIGLITAZONE,,,,,,,,,,,,,,,,,,,,,
ROSUVASTATIN CALCIUM,1,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,ROSUVASTATIN,,,,,,,,,,,,,,,,,,,,,
ROSUVASTATIN ZINC,1,ROSUVASTATIN ZINC,ROSUVASTATIN ZINC,ROSUVASTATIN ZINC,,,,,,,,,,,,,,,,,,,,,
ROTIGOTINE,1,ROTIGOTINE,ROTIGOTINE,ROTIGOTINE,,,,,,,,,,,,,,,,,,,,,
ROZANOLIXIZUMAB-NOLI,1,ROZANOLIXIZUMAB-NOLI,ROZANOLIXIZUMAB NOLI,ROZANOLIXIZUMAB NOLI,,,,,,,,,,,,,,,,,,,,,
RUBIDIUM CHLORIDE RB-82,1,RUBIDIUM CHLORIDE RB-82,RUBIDIUM CHLORIDE RB 82,RUBIDIUM CHLORIDE RB,,,,,,,,,,,,,,,,,,,,,
RUCAPARIB CAMSYLATE,1,RUCAPARIB CAMSYLATE,RUCAPARIB CAMSYLATE,RUCAPARIB,,,,,,,,,,,,,,,,,,,,,
RUFINAMIDE,1,RUFINAMIDE,RUFINAMIDE,RUFINAMIDE,,,,,,,,,,,,,,,,,,,,,
RUXOLITINIB PHOSPHATE,1,RUXOLITINIB PHOSPHATE,RUXOLITINIB PHOSPHATE,RUXOLITINIB,,,,,,,,,,,,,,,,,,,,,
Ruxolitinib,1,Ruxolitinib,RUXOLITINIB,RUXOLITINIB,,,,,,,,,,,,,,,,,,,,,
SACITUZUMAB GOVITECAN-HZIY,1,SACITUZUMAB GOVITECAN-HZIY,SACITUZUMAB GOVITECAN HZIY,SACITUZUMAB GOVITECAN HZIY,,,,,,,,,,,,,,,,,,,,,
SACROSIDASE,1,SACROSIDASE,SACROSIDASE,SACROSIDASE,,,,,,,,,,,,,,,,,,,,,
SACUBITRIL; VALSARTAN,1,SACUBITRIL,SACUBITRIL,SACUBITRIL,,,,,,,,,,,,,,,,,,,,,
SACUBITRIL; VALSARTAN,2,VALSARTAN,VALSARTAN,VALSARTAN,,,,,,,,,,,,,,,,,,,,,
