ActiveIngredient_list,dea_active_ingredient_token_count,dea_confident_controlled_match_flag,dea_list_i_only_match_flag,dea_possible_candidate_only_flag,dea_confident_matched_token_count,dea_list_i_token_count,dea_possible_candidate_token_count,dea_confident_match_methods,dea_confident_matched_fda_tokens,dea_confident_substance_names,dea_confident_current_schedules,dea_confident_drug_codes,dea_list_i_substance_names,dea_list_i_drug_codes,dea_possible_candidate_tokens,dea_possible_candidate_substance_names,dea_possible_candidate_methods,dea_unmatched_fda_tokens,dea_edge_case_notes,dea_schedule_scope_note,dea_linkage_status,dea_uncertain_flag
ADUCANUMAB-AVWA,1,False,False,False,0,0,0,,,,,,,,,,,ADUCANUMAB-AVWA,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFAMELANOTIDE,1,False,False,False,0,0,0,,,,,,,,,,,AFAMELANOTIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFATINIB,1,False,False,False,0,0,0,,,,,,,,,,,AFATINIB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFATINIB DIMALEATE,1,False,False,False,0,0,0,,,,,,,,,,,AFATINIB DIMALEATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFICAMTEN,1,False,False,False,0,0,0,,,,,,,,,,,AFICAMTEN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFLIBERCEPT,1,False,False,False,0,0,0,,,,,,,,,,,AFLIBERCEPT,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFLIBERCEPT-ABZV,1,False,False,False,0,0,0,,,,,,,,,,,AFLIBERCEPT-ABZV,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFLIBERCEPT-AYYH,1,False,False,False,0,0,0,,,,,,,,,,,AFLIBERCEPT-AYYH,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFLIBERCEPT-BOAV,1,False,False,False,0,0,0,,,,,,,,,,,AFLIBERCEPT-BOAV,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFLIBERCEPT-JBVF,1,False,False,False,0,0,0,,,,,,,,,,,AFLIBERCEPT-JBVF,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFLIBERCEPT-MRBB,1,False,False,False,0,0,0,,,,,,,,,,,AFLIBERCEPT-MRBB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AFLIBERCEPT-YSZY,1,False,False,False,0,0,0,,,,,,,,,,,AFLIBERCEPT-YSZY,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AGALSIDASE BETA,1,False,False,False,0,0,0,,,,,,,,,,,AGALSIDASE BETA,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AIR,1,False,False,False,0,0,0,,,,,,,,,,,AIR,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AIR POLYMER-TYPE A,1,False,False,False,0,0,0,,,,,,,,,,,AIR POLYMER-TYPE A,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALATROFLOXACIN MESYLATE,1,False,False,False,0,0,0,,,,,,,,,,,ALATROFLOXACIN MESYLATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBENDAZOLE,1,False,False,False,0,0,0,,,,,,,,,,,ALBENDAZOLE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBIGLUTIDE,1,False,False,False,0,0,0,,,,,,,,,,,ALBIGLUTIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBUMIN CHROMATED CR-51 SERUM,1,False,False,False,0,0,0,,,,,,,,,,,ALBUMIN CHROMATED CR-51 SERUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBUMIN HUMAN,1,False,False,False,0,0,0,,,,,,,,,,,ALBUMIN HUMAN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBUMIN IODINATED I-125 SERUM,1,False,False,False,0,0,0,,,,,,,,,,,ALBUMIN IODINATED I-125 SERUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBUMIN IODINATED I-131 SERUM,1,False,False,False,0,0,0,,,,,,,,,,,ALBUMIN IODINATED I-131 SERUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBUTEROL,1,False,False,False,0,0,0,,,,,,,,,,,ALBUTEROL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBUTEROL SULFATE,1,False,False,False,0,0,0,,,,,,,,,,,ALBUTEROL SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBUTEROL SULFATE; BUDESONIDE,2,False,False,False,0,0,0,,,,,,,,,,,ALBUTEROL SULFATE | BUDESONIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,2,False,False,False,0,0,0,,,,,,,,,,,ALBUTEROL SULFATE | IPRATROPIUM BROMIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALCAFTADINE,1,False,False,False,0,0,0,,,,,,,,,,,ALCAFTADINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALCLOMETASONE DIPROPIONATE,1,False,False,False,0,0,0,,,,,,,,,,,ALCLOMETASONE DIPROPIONATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALCOHOL; CHLORHEXIDINE GLUCONATE,2,False,False,False,0,0,0,,,,,,,,,,,ALCOHOL | CHLORHEXIDINE GLUCONATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALCOHOL; DEXTROSE,2,False,False,False,0,0,0,,,,,,,,,,,ALCOHOL | DEXTROSE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALDESLEUKIN,1,False,False,False,0,0,0,,,,,,,,,,,ALDESLEUKIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALECTINIB HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,ALECTINIB HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALEMTUZUMAB,1,False,False,False,0,0,0,,,,,,,,,,,ALEMTUZUMAB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALENDRONATE SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,ALENDRONATE SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALENDRONATE SODIUM; CHOLECALCIFEROL,2,False,False,False,0,0,0,,,,,,,,,,,ALENDRONATE SODIUM | CHOLECALCIFEROL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALFENTANIL HYDROCHLORIDE,1,True,False,False,1,0,0,exact,ALFENTANIL HYDROCHLORIDE,Alfentanil Hydrochloride | Alfentanil Hydrochloride (H2O),II,9737,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
ALFUZOSIN HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,ALFUZOSIN HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALGLUCOSIDASE ALFA,1,False,False,False,0,0,0,,,,,,,,,,,ALGLUCOSIDASE ALFA,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALIROCUMAB,1,False,False,False,0,0,0,,,,,,,,,,,ALIROCUMAB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALISKIREN HEMIFUMARATE,1,False,False,False,0,0,0,,,,,,,,,,,ALISKIREN HEMIFUMARATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE,2,False,False,False,0,0,0,,,,,,,,,,,ALISKIREN HEMIFUMARATE | AMLODIPINE BESYLATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE,3,False,False,False,0,0,0,,,,,,,,,,,ALISKIREN HEMIFUMARATE | AMLODIPINE BESYLATE | HYDROCHLOROTHIAZIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALISKIREN HEMIFUMARATE; HYDROCHLOROTHIAZIDE,2,False,False,False,0,0,0,,,,,,,,,,,ALISKIREN HEMIFUMARATE | HYDROCHLOROTHIAZIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALISKIREN HEMIFUMARATE; VALSARTAN,2,False,False,False,0,0,0,,,,,,,,,,,ALISKIREN HEMIFUMARATE | VALSARTAN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALITRETINOIN,1,False,False,False,0,0,0,,,,,,,,,,,ALITRETINOIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALLOPURINOL,1,False,False,False,0,0,0,,,,,,,,,,,ALLOPURINOL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALLOPURINOL SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,ALLOPURINOL SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALLOPURINOL; LESINURAD,2,False,False,False,0,0,0,,,,,,,,,,,ALLOPURINOL | LESINURAD,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALMOTRIPTAN MALATE,1,False,False,False,0,0,0,,,,,,,,,,,ALMOTRIPTAN MALATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALOGLIPTIN AND METFORMIN HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,ALOGLIPTIN AND METFORMIN HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALOGLIPTIN BENZOATE,1,False,False,False,0,0,0,,,,,,,,,,,ALOGLIPTIN BENZOATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,ALOGLIPTIN BENZOATE | METFORMIN HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,ALOGLIPTIN BENZOATE | PIOGLITAZONE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALOGLIPTIN; METFORMIN HYDROCHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,ALOGLIPTIN | METFORMIN HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALOSETRON HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,ALOSETRON HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALPELISIB,1,False,False,False,0,0,0,,,,,,,,,,,ALPELISIB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,13,False,False,False,0,0,0,,,,,,,,,,,ALPHA-TOCOPHEROL ACETATE | ASCORBIC ACID | BIOTIN | CHOLECALCIFEROL | CYANOCOBALAMIN | DEXPANTHENOL | FOLIC ACID | NIACINAMIDE | PYRIDOXINE HYDROCHLORIDE | RIBOFLAVIN 5'-PHOSPHATE SODIUM | THIAMINE HYDROCHLORIDE | VITAMIN A PALMITATE | VITAMIN K,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALPRAZOLAM,1,True,False,False,1,0,0,exact,ALPRAZOLAM,Alprazolam,IV,2882,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
ALPROSTADIL,1,False,False,False,0,0,0,,,,,,,,,,,ALPROSTADIL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALTEPLASE,1,False,False,False,0,0,0,,,,,,,,,,,ALTEPLASE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALTRETAMINE,1,False,False,False,0,0,0,,,,,,,,,,,ALTRETAMINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE,2,False,False,False,0,0,0,,,,,,,,,,,ALUMINUM HYDROXIDE | MAGNESIUM TRISILICATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
ALVIMOPAN,1,False,False,False,0,0,0,,,,,,,,,,,ALVIMOPAN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMANTADINE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,AMANTADINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMANTADINE HYDROCHLORIDE; AMANTADINE,2,False,False,False,0,0,0,,,,,,,,,,,AMANTADINE HYDROCHLORIDE | AMANTADINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMBENONIUM CHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,AMBENONIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMBRISENTAN,1,False,False,False,0,0,0,,,,,,,,,,,AMBRISENTAN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMCINONIDE,1,False,False,False,0,0,0,,,,,,,,,,,AMCINONIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMIFAMPRIDINE,1,False,False,False,0,0,0,,,,,,,,,,,AMIFAMPRIDINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMIFAMPRIDINE PHOSPHATE,1,False,False,False,0,0,0,,,,,,,,,,,AMIFAMPRIDINE PHOSPHATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMIFOSTINE,1,False,False,False,0,0,0,,,,,,,,,,,AMIFOSTINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMIKACIN SULFATE,1,False,False,False,0,0,0,,,,,,,,,,,AMIKACIN SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMILORIDE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,AMILORIDE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,2,False,False,False,0,0,0,,,,,,,,,,,AMILORIDE HYDROCHLORIDE | HYDROCHLOROTHIAZIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMINO ACIDS,1,False,False,False,0,0,0,,,,,,,,,,,AMINO ACIDS,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMINO ACIDS; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE,13,False,False,False,0,0,0,,,,,,,,,,,AMINO ACIDS | MAGNESIUM ACETATE | PHOSPHORIC ACID | POTASSIUM CHLORIDE | SODIUM ACETATE | SODIUM CHLORIDE | POTASSIUM ACETATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"AMINO ACIDS; AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC",10,False,False,False,0,0,0,,,,,,,,,,,"AMINO ACIDS | MAGNESIUM CHLORIDE | POTASSIUM PHOSPHATE, DIBASIC | SODIUM CHLORIDE | POTASSIUM CHLORIDE | SODIUM PHOSPHATE, DIBASIC",,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMINO ACIDS; CALCIUM ACETATE; GLYCERIN; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,8,False,False,False,0,0,0,,,,,,,,,,,AMINO ACIDS | CALCIUM ACETATE | GLYCERIN | MAGNESIUM ACETATE | PHOSPHORIC ACID | POTASSIUM CHLORIDE | SODIUM ACETATE | SODIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",7,False,False,False,0,0,0,,,,,,,,,,,"AMINO ACIDS | CALCIUM CHLORIDE | DEXTROSE | MAGNESIUM CHLORIDE | POTASSIUM CHLORIDE | POTASSIUM PHOSPHATE, DIBASIC | SODIUM CHLORIDE",,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",7,False,False,False,0,0,0,,,,,,,,,,,"AMINO ACIDS | CALCIUM CHLORIDE | DEXTROSE | MAGNESIUM CHLORIDE | POTASSIUM PHOSPHATE, DIBASIC | SODIUM ACETATE | SODIUM CHLORIDE",,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL,8,False,False,False,0,0,0,,,,,,,,,,,AMINO ACIDS | CALCIUM CHLORIDE | DEXTROSE | MAGNESIUM SULFATE | POTASSIUM CHLORIDE | SODIUM ACETATE | SODIUM GLYCEROPHOSPHATE | SOYBEAN OIL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
AMINO ACIDS; DEXTROSE,2,False,False,False,0,0,0,,,,,,,,,,,AMINO ACIDS | DEXTROSE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
