appl_no,submission_no,appl_type,drug_name,active_ingredient,sponsor_name,approval_date,review_priority_group,orphan_designation,active_ingredient_norm,needs_manual_controlled_substance_flag,arcos_merge_notes
008506,1,NDA,HYDROCORTONE,HYDROCORTISONE,MERCK,1952-08-05,PRIORITY,False,HYDROCORTISONE,True,
008536,1,,,,,1952-08-29,MISSING,False,,True,
008564,1,,,,,1952-09-19,MISSING,False,,True,
008565,1,NDA,THIOSULFIL,SULFAMETHIZOLE,WYETH AYERST,1953-10-28,STANDARD,False,SULFAMETHIZOLE,True,
008578,1,NDA,DARAPRIM,PYRIMETHAMINE,TILDE SCIENCES,1953-01-23,PRIORITY,False,PYRIMETHAMINE,True,
008592,1,NDA,RAVOCAINE AND NOVOCAIN W/ LEVOPHED; RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE; NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE,EASTMAN KODAK,1952-09-19,STANDARD,False,LEVONORDEFRIN PROCAINE HYDROCHLORIDE PROPOXYCAINE HYDROCHLORIDE NOREPINEPHRINE BITARTRATE PROCAINE HYDROCHLORIDE PROPOXYCAINE HYDROCHLORIDE,True,
008595,1,,,,,1952-09-05,STANDARD,False,,True,
008604,1,NDA,PHENERGAN VC,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,ANI PHARMS,1954-09-14,STANDARD,False,PHENYLEPHRINE HYDROCHLORIDE PROMETHAZINE HYDROCHLORIDE,True,
008612,1,,,,,1953-02-25,STANDARD,False,,True,
008614,1,,,,,1953-01-02,MISSING,False,,True,
008655,1,,,,,1952-11-10,MISSING,False,,True,
008658,1,,,,,1980-03-03,STANDARD,False,,True,
008662,1,NDA,NYDRAZID,ISONIAZID,SANDOZ,1952-09-29,STANDARD,False,ISONIAZID,True,
008678,1,NDA,ISONIAZID,ISONIAZID,EPIC PHARMA LLC,1952-11-17,STANDARD,False,ISONIAZID,True,
008693,1,NDA,FURADANTIN,NITROFURANTOIN,PROCTER AND GAMBLE,1953-02-06,PRIORITY,False,NITROFURANTOIN,True,
008697,1,NDA,CORTEF,HYDROCORTISONE,PHARMACIA AND UPJOHN,1952-12-15,STANDARD,False,HYDROCORTISONE,True,
008708,1,NDA,DIBENZYLINE,PHENOXYBENZAMINE HYDROCHLORIDE,ADVANZ PHARMA,1953-01-26,PRIORITY,False,PHENOXYBENZAMINE HYDROCHLORIDE,True,
008716,1,,,,,1953-03-13,MISSING,False,,True,
008717,1,,,,,1955-06-13,STANDARD,False,,True,
008718,1,,,,,1953-01-08,PRIORITY,False,,True,
008719,1,NDA,LEVO-DROMORAN,LEVORPHANOL TARTRATE,VALEANT PHARM INTL,1953-01-08,PRIORITY,False,LEVORPHANOL TARTRATE,True,
008720,1,NDA,LEVO-DROMORAN,LEVORPHANOL TARTRATE,VALEANT PHARM INTL,1953-01-08,PRIORITY,False,LEVORPHANOL TARTRATE,True,
008729,1,,,,,1970-07-17,MISSING,False,,True,
008732,1,NDA,PRO-BANTHINE,PROPANTHELINE BROMIDE,SHIRE,1953-04-02,STANDARD,False,PROPANTHELINE BROMIDE,True,
008762,1,NDA,DILANTIN-125; DILANTIN-30,PHENYTOIN,VIATRIS,1953-01-06,STANDARD,False,PHENYTOIN,True,
008809,1,NDA,M.V.I.-12 ADULT,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E,HOSPIRA,1953-02-20,STANDARD,False,ASCORBIC ACID BIOTIN CYANOCOBALAMIN DEXPANTHENOL ERGOCALCIFEROL FOLIC ACID NIACINAMIDE PYRIDOXINE HYDROCHLORIDE RIBOFLAVIN 5 PHOSPHATE SODIUM THIAMINE HYDROCHLORIDE VITAMIN A VITAMIN E ASCORBIC ACID BIOTIN CYANOCOBALAMIN DEXPANTHENOL ERGOCALCIFEROL FOLIC ACID NIACINAMIDE PYRIDOXINE HYDROCHLORIDE RIBOFLAVIN THIAMINE HYDROCHLORIDE VITAMIN A VITAMIN E,True,
008816,1,NDA,XYLOCAINE,LIDOCAINE HYDROCHLORIDE,EPIC PHARMA LLC,1953-03-12,STANDARD,False,LIDOCAINE HYDROCHLORIDE,True,
008819,1,,,,,1953-03-31,MISSING,False,,True,
008828,1,,,,,1955-09-07,STANDARD,False,,True,
008834,1,,,,,1953-05-01,MISSING,False,,True,
008837,1,,,,,1953-03-02,MISSING,False,,True,
008845,1,NDA,QUELICIN; QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE,HOSPIRA,1953-05-01,STANDARD,False,SUCCINYLCHOLINE CHLORIDE,True,
008847,1,NDA,SUCOSTRIN,SUCCINYLCHOLINE CHLORIDE,APOTHECON,1953-04-24,STANDARD,False,SUCCINYLCHOLINE CHLORIDE,True,
008848,1,NDA,PAMINE; PAMINE FORTE,METHSCOPOLAMINE BROMIDE,FOUGERA PHARMS,1953-04-09,STANDARD,False,METHSCOPOLAMINE BROMIDE,True,
008851,1,,,,,1953-08-19,MISSING,False,,True,
008855,1,NDA,MILONTIN,PHENSUXIMIDE,PARKE DAVIS,1953-09-08,PRIORITY,False,PHENSUXIMIDE,True,
008857,1,NDA,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,WYETH AYERST,1956-08-20,STANDARD,False,PROMETHAZINE HYDROCHLORIDE,True,
008883,1,NDA,OPHTHAINE,PROPARACAINE HYDROCHLORIDE,APOTHECON,1953-07-01,STANDARD,False,PROPARACAINE HYDROCHLORIDE,True,
008908,1,,,,,1953-05-05,MISSING,False,,True,
008917,1,NDA,CORTEF ACETATE,HYDROCORTISONE ACETATE,PHARMACIA AND UPJOHN,1953-07-28,STANDARD,False,HYDROCORTISONE ACETATE,True,
008922,1,NDA,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM,BAUSCH,1953-07-16,PRIORITY,False,EDETATE CALCIUM DISODIUM,True,
008943,1,NDA,DIAMOX,ACETAZOLAMIDE,TEVA BRANDED PHARM,1953-07-27,PRIORITY,False,ACETAZOLAMIDE,True,
008951,1,NDA,PAGITANE,CYCRIMINE HYDROCHLORIDE,LILLY,1953-07-22,STANDARD,False,CYCRIMINE HYDROCHLORIDE,True,
008961,1,,,,,1978-10-16,STANDARD,False,,True,
008975,1,NDA,PURIFIED CORTROPHIN GEL,CORTICOTROPIN,ANI PHARMS,1954-06-16,STANDARD,False,CORTICOTROPIN,True,
008983,1,NDA,ARFONAD,TRIMETHAPHAN CAMSYLATE,ROCHE,1954-04-26,PRIORITY,False,TRIMETHAPHAN CAMSYLATE,True,
008991,1,,,,,1957-08-08,MISSING,False,,True,
009000,1,NDA,CAFERGOT,CAFFEINE; ERGOTAMINE TARTRATE,NOVARTIS,1953-04-24,PRIORITY,False,CAFFEINE ERGOTAMINE TARTRATE,True,
009008,1,NDA,SALPIX,ACETRIZOATE SODIUM,ORTHO MCNEIL PHARM,1953-04-30,STANDARD,False,ACETRIZOATE SODIUM,True,
009024,1,,,,,1953-05-11,MISSING,False,,True,
009038,1,,,,,1953-07-15,MISSING,False,,True,
009048,1,NDA,8-MOP; OXSORALEN,METHOXSALEN,VALEANT PHARM INTL,1954-12-03,PRIORITY,False,METHOXSALEN,True,
009053,1,NDA,PURINETHOL,MERCAPTOPURINE,STASON PHARMS,1953-09-11,PRIORITY,False,MERCAPTOPURINE,True,
009087,1,NDA,HYDERGINE,ERGOLOID MESYLATES,NOVARTIS,1953-11-05,STANDARD,False,ERGOLOID MESYLATES,True,
009088,1,NDA,NEOTHYLLINE,DYPHYLLINE,TEVA,1953-09-28,STANDARD,False,DYPHYLLINE,True,
009099,1,,,,,1954-01-08,STANDARD,False,,True,
009102,1,NDA,ANTEPAR,PIPERAZINE CITRATE,GLAXOSMITHKLINE,1957-01-25,PRIORITY,False,PIPERAZINE CITRATE,True,
009112,1,NDA,EURAX,CROTAMITON,JOURNEY,1955-04-29,STANDARD,False,CROTAMITON,True,
009115,1,NDA,SERPASIL,RESERPINE,NOVARTIS,1955-08-12,PRIORITY,False,RESERPINE,True,
009127,1,NDA,CORTRIL,HYDROCORTISONE,PFIZER,1953-12-03,STANDARD,False,HYDROCORTISONE,True,
009130,1,,,,,1966-07-22,STANDARD,False,,True,
009131,1,,,,,1953-11-27,STANDARD,False,,True,
009149,1,NDA,THORAZINE,CHLORPROMAZINE; CHLORPROMAZINE HYDROCHLORIDE,GLAXOSMITHKLINE,1957-11-20,PRIORITY,False,CHLORPROMAZINE CHLORPROMAZINE HYDROCHLORIDE,True,
009165,1,NDA,DELATESTRYL,TESTOSTERONE ENANTHATE,ENDO PHARMS,1953-12-24,PRIORITY,False,TESTOSTERONE ENANTHATE,True,
009166,1,NDA,HYDROXYSTILBAMIDINE ISETHIONATE,HYDROXYSTILBAMIDINE ISETHIONATE,SANOFI AVENTIS US,1953-12-22,STANDARD,False,HYDROXYSTILBAMIDINE ISETHIONATE,True,
009170,1,NDA,MYSOLINE,PRIMIDONE,VALEANT,1954-03-08,PRIORITY,False,PRIMIDONE,True,
009175,1,NDA,FURADANTIN,NITROFURANTOIN,CASPER PHARMA LLC,1953-12-23,STANDARD,False,NITROFURANTOIN,True,
009176,1,NDA,CORTRIL,HYDROCORTISONE,PFIZER GLOBAL,1972-05-24,STANDARD,False,HYDROCORTISONE,True,
009182,1,NDA,GANTRISIN; GANTRISIN PEDIATRIC; LIPO GANTRISIN,SULFISOXAZOLE ACETYL,ROCHE,1953-12-04,STANDARD,False,SULFISOXAZOLE ACETYL,True,
009190,1,NDA,LIPIODOL,ETHIODIZED OIL,GUERBET,1954-03-31,PRIORITY,True,ETHIODIZED OIL,True,
009193,1,NDA,COGENTIN,BENZTROPINE MESYLATE,MERCK,1954-03-05,PRIORITY,False,BENZTROPINE MESYLATE,True,
009205,1,,,,,1955-02-15,STANDARD,False,,True,
009218,1,NDA,COUMADIN,WARFARIN SODIUM,BRISTOL MYERS SQUIBB,1954-06-08,STANDARD,False,WARFARIN SODIUM,True,
009220,1,,,,,1954-03-11,STANDARD,False,,True,
009238,1,NDA,PROGESTERONE,PROGESTERONE,LILLY,1974-11-01,STANDARD,False,PROGESTERONE,True,
009276,1,NDA,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,BOWMAN PHARMS,1954-01-28,STANDARD,False,RAUWOLFIA SERPENTINA ROOT,True,
009277,1,,,,,1954-03-26,STANDARD,False,,True,
009296,1,NDA,SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE,NOVARTIS,1954-04-01,STANDARD,False,HYDRALAZINE HYDROCHLORIDE RESERPINE,True,
009298,1,,,,,1954-04-13,MISSING,False,,True,
009300,1,,,,,1954-04-08,STANDARD,False,,True,
009319,1,NDA,AMBENYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE,FOREST LABS,1954-04-28,STANDARD,False,BROMODIPHENHYDRAMINE HYDROCHLORIDE CODEINE PHOSPHATE,True,
009321,1,NDA,CHOLOGRAFIN MEGLUMINE; CHOLOGRAFIN SODIUM,IODIPAMIDE MEGLUMINE; IODIPAMIDE SODIUM,BRACCO,1954-04-27,STANDARD,False,IODIPAMIDE MEGLUMINE IODIPAMIDE SODIUM,True,
009323,1,,,,,1954-08-13,MISSING,False,,True,
009329,1,,,,,1954-04-23,MISSING,False,,True,
009330,1,NDA,LANOXIN; LANOXIN PEDIATRIC,DIGOXIN,COVIS,1954-11-16,PRIORITY,False,DIGOXIN,True,
009346,1,,,,,1954-09-17,MISSING,False,,True,
009386,1,NDA,MYLERAN,BUSULFAN,WAYLIS THERAP,1954-06-26,PRIORITY,False,BUSULFAN,True,
009388,1,NDA,DIAMOX,ACETAZOLAMIDE SODIUM,TEVA WOMENS,1954-06-25,STANDARD,False,ACETAZOLAMIDE SODIUM,True,
009395,1,NDA,PASKALIUM,POTASSIUM AMINOSALICYLATE,GLENWOOD,1955-11-18,STANDARD,False,POTASSIUM AMINOSALICYLATE,True,
009402,1,NDA,DELESTROGEN,ESTRADIOL VALERATE,PH HEALTH,1954-07-15,OTHER/UNKNOWN,False,ESTRADIOL VALERATE,True,
009410,1,NDA,LOTUSATE,TALBUTAL,SANOFI AVENTIS US,1954-09-21,STANDARD,False,TALBUTAL,True,
009434,1,NDA,SERPASIL,RESERPINE,NOVARTIS,1954-08-13,STANDARD,False,RESERPINE,True,
009435,1,NDA,NESACAINE; NESACAINE-MPF,CHLOROPROCAINE HYDROCHLORIDE,FRESENIUS KABI USA,1955-03-11,PRIORITY,False,CHLOROPROCAINE HYDROCHLORIDE,True,
009437,1,,,,,1980-03-02,STANDARD,False,,True,
009452,1,NDA,MULTIFUGE,PIPERAZINE CITRATE,BLULINE,1954-07-12,STANDARD,False,PIPERAZINE CITRATE,True,
009458,1,NDA,CORTISONE ACETATE,CORTISONE ACETATE,IMPAX LABS,2001-09-17,STANDARD,False,CORTISONE ACETATE,True,
009460,1,,,,,1954-08-20,STANDARD,False,,True,
009470,1,NDA,XYLOCAINE VISCOUS,LIDOCAINE HYDROCHLORIDE,FRESENIUS KABI USA,1954-09-02,PRIORITY,False,LIDOCAINE HYDROCHLORIDE,True,
009472,1,,,,,1955-01-12,MISSING,False,,True,
009479,1,,,,,1954-09-17,STANDARD,False,,True,
009486,1,NDA,BENADRYL PRESERVATIVE FREE,DIPHENHYDRAMINE HYDROCHLORIDE,MCNEIL CONS,1957-12-30,STANDARD,False,DIPHENHYDRAMINE HYDROCHLORIDE,True,
009489,1,NDA,PATHILON,TRIDIHEXETHYL CHLORIDE,LEDERLE,1954-09-15,STANDARD,False,TRIDIHEXETHYL CHLORIDE,True,
009495,1,NDA,MAREZINE,CYCLIZINE LACTATE,GLAXOSMITHKLINE,1954-09-24,STANDARD,False,CYCLIZINE LACTATE,True,
009509,1,NDA,ARAMINE,METARAMINOL BITARTRATE,MERCK,1954-09-29,PRIORITY,False,METARAMINOL BITARTRATE,True,
009515,1,,,,,1954-09-23,MISSING,False,,True,
009519,1,NDA,DORIDEN,GLUTETHIMIDE,SANOFI AVENTIS US,1957-04-16,PRIORITY,False,GLUTETHIMIDE,True,
009524,1,,,,,1954-10-18,STANDARD,False,,True,
009561,1,NDA,HYPAQUE; HYPAQUE SODIUM 20%,DIATRIZOATE SODIUM,GE HEALTHCARE,1954-11-26,PRIORITY,False,DIATRIZOATE SODIUM,True,
009632,1,,,,,1954-12-31,STANDARD,False,,True,
009637,1,NDA,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,EPIC PHARMA LLC,1997-06-25,STANDARD,False,HYDROCORTISONE ACETATE,True,
009658,1,,,,,,MISSING,False,,True,
009659,1,NDA,HYDROCORTISONE,HYDROCORTISONE,PANRAY,1955-01-19,STANDARD,False,HYDROCORTISONE,True,
009660,1,NDA,NOLUDAR,METHYPRYLON,ROCHE,1955-01-18,STANDARD,False,METHYPRYLON,True,
009698,1,NDA,MILTOWN,MEPROBAMATE,MEDPOINTE PHARM HLC,1955-04-28,STANDARD,False,MEPROBAMATE,True,
009750,1,NDA,VALMID,ETHINAMATE,DISTA,1955-03-18,STANDARD,False,ETHINAMATE,True,
009766,1,NDA,METICORTEN,PREDNISONE,SCHERING,1955-02-21,PRIORITY,False,PREDNISONE,True,
009768,1,NDA,PLAQUENIL,HYDROXYCHLOROQUINE SULFATE,ADVANZ PHARMA,1955-04-18,STANDARD,False,HYDROXYCHLOROQUINE SULFATE,True,
009788,1,,,,,1955-03-04,STANDARD,False,,True,
009816,1,,,,,1955-03-29,STANDARD,False,,True,
009817,1,,,,,1955-02-18,STANDARD,False,,True,
009818,1,NDA,KEMADRIN,PROCYCLIDINE HYDROCHLORIDE,MONARCH PHARMS,1955-07-27,STANDARD,False,PROCYCLIDINE HYDROCHLORIDE,True,
009829,1,NDA,MESTINON,PYRIDOSTIGMINE BROMIDE,BAUSCH,1955-04-06,STANDARD,False,PYRIDOSTIGMINE BROMIDE,True,
009830,1,NDA,MESTINON,PYRIDOSTIGMINE BROMIDE,BAUSCH,1955-10-02,STANDARD,False,PYRIDOSTIGMINE BROMIDE,True,
009838,1,NDA,RESERPINE,RESERPINE,SANDOZ,1955-03-24,STANDARD,False,RESERPINE,True,
009854,1,NDA,CORTROPHIN-ZINC,CORTICOTROPIN-ZINC HYDROXIDE,ANI PHARMS,1955-07-29,PRIORITY,False,CORTICOTROPIN ZINC HYDROXIDE,True,
009866,1,NDA,SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,PHARMACIA AND UPJOHN,1955-04-27,STANDARD,False,HYDROCORTISONE SODIUM SUCCINATE,True,
009900,1,NDA,CORTEF,HYDROCORTISONE CYPIONATE,PHARMACIA AND UPJOHN,1955-05-10,STANDARD,False,HYDROCORTISONE CYPIONATE,True,
009939,1,,,,,1955-05-26,STANDARD,False,,True,
009942,1,,,,,1955-05-24,MISSING,False,,True,
009986,1,NDA,DELTASONE,PREDNISONE,PHARMACIA AND UPJOHN,1955-06-21,STANDARD,False,PREDNISONE,True,
009987,1,NDA,DELTA-CORTEF,PREDNISOLONE,PHARMACIA AND UPJOHN,1955-06-21,STANDARD,False,PREDNISOLONE,True,
009996,1,NDA,STERANE,PREDNISOLONE,PFIZER,1955-07-01,STANDARD,False,PREDNISOLONE,True,
010015,1,,,,,1956-04-27,OTHER/UNKNOWN,False,,True,
010021,1,NDA,PLACIDYL,ETHCHLORVYNOL,ABBVIE,1961-05-10,STANDARD,False,ETHCHLORVYNOL,True,
010028,1,NDA,EQUANIL,MEPROBAMATE,WYETH AYERST,1955-07-26,PRIORITY,False,MEPROBAMATE,True,
010039,1,,,,,1955-08-11,MISSING,False,,True,
010040,1,NDA,CYSTOGRAFIN; CYSTOGRAFIN DILUTE; DIATRIZOATE MEGLUMINE; RENO-30; RENO-60; RENO-DIP; RENOGRAFIN-60; RENOGRAFIN-76; RENOVIST; RENOVIST II,DIATRIZOATE MEGLUMINE; DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,BRACCO,1955-08-02,STANDARD,False,DIATRIZOATE MEGLUMINE DIATRIZOATE MEGLUMINE DIATRIZOATE SODIUM,True,
010051,1,,,,,1955-07-28,MISSING,False,,True,
010055,1,,,,,1955-10-21,MISSING,False,,True,
010060,1,NDA,FLORINEF,FLUDROCORTISONE ACETATE,CASPER PHARMA LLC,1955-08-18,STANDARD,False,FLUDROCORTISONE ACETATE,True,
010093,1,NDA,BIPHETAMINE 12.5; BIPHETAMINE 20; BIPHETAMINE 7.5,AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX,UCB INC,1955-09-09,STANDARD,False,AMPHETAMINE RESIN COMPLEX DEXTROAMPHETAMINE RESIN COMPLEX,True,
010104,1,NDA,MEPHYTON,PHYTONADIONE,BAUSCH,1955-09-30,PRIORITY,False,PHYTONADIONE,True,
010124,1,NDA,SERPALAN,RESERPINE,LANNETT,1955-10-12,STANDARD,False,RESERPINE,True,
010151,1,NDA,DILANTIN,PHENYTOIN SODIUM,PARKE DAVIS,1956-03-01,STANDARD,False,PHENYTOIN SODIUM,True,
010155,1,NDA,MYTELASE,AMBENONIUM CHLORIDE,SANOFI AVENTIS US,1956-05-01,STANDARD,False,AMBENONIUM CHLORIDE,True,
010187,1,NDA,RITALIN,METHYLPHENIDATE HYDROCHLORIDE,SANDOZ,1955-12-05,STANDARD,False,METHYLPHENIDATE HYDROCHLORIDE,True,
010209,1,NDA,METI-DERM,PREDNISOLONE,SCHERING,1956-02-24,STANDARD,False,PREDNISOLONE,True,
010210,1,NDA,METIMYD,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,SCHERING,1965-06-23,STANDARD,False,PREDNISOLONE ACETATE SULFACETAMIDE SODIUM,True,
010220,1,NDA,"HYPAQUE-M,75%; HYPAQUE-M,90%",DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,GE HEALTHCARE,1955-11-09,STANDARD,False,DIATRIZOATE MEGLUMINE DIATRIZOATE SODIUM,True,
010251,1,NDA,INVERSINE,MECAMYLAMINE HYDROCHLORIDE,TARGACEPT,1956-03-01,PRIORITY,False,MECAMYLAMINE HYDROCHLORIDE,True,
010253,1,,,,,1955-12-08,STANDARD,False,,True,
010255,1,NDA,METICORTELONE,PREDNISOLONE ACETATE,SCHERING,1955-05-22,STANDARD,False,PREDNISOLONE ACETATE,True,
010288,1,,,,,1956-03-13,MISSING,False,,True,
010291,1,,,,,1956-02-03,STANDARD,False,,True,
010337,1,,,,,1956-05-24,MISSING,False,,True,
010348,1,NDA,SPARINE,PROMAZINE HYDROCHLORIDE,WYETH AYERST,1957-04-08,STANDARD,False,PROMAZINE HYDROCHLORIDE,True,
010349,1,NDA,SPARINE,PROMAZINE HYDROCHLORIDE,HIKMA,1956-04-13,STANDARD,False,PROMAZINE HYDROCHLORIDE,True,
010354,1,,,,,1956-01-19,MISSING,False,,True,
010367,1,,,,,1956-02-07,STANDARD,False,,True,
010374,1,NDA,MEDIHALER-EPI,EPINEPHRINE BITARTRATE,3M,1956-03-09,OTHER/UNKNOWN,False,EPINEPHRINE BITARTRATE,True,
010375,1,NDA,ISOPROTERENOL HYDROCHLORIDE; MEDIHALER-ISO,ISOPROTERENOL HYDROCHLORIDE; ISOPROTERENOL SULFATE,3M,1956-03-09,STANDARD,False,ISOPROTERENOL HYDROCHLORIDE ISOPROTERENOL SULFATE,True,
010379,1,NDA,CYTOMEL,LIOTHYRONINE SODIUM,KING PHARMS,1956-05-08,PRIORITY,False,LIOTHYRONINE SODIUM,True,
010382,1,,,,,1956-03-26,STANDARD,False,,True,
010389,1,,,,,1956-04-11,MISSING,False,,True,
010392,1,NDA,ATARAX,HYDROXYZINE HYDROCHLORIDE,PFIZER,1956-04-12,STANDARD,False,HYDROXYZINE HYDROCHLORIDE,True,
010401,1,,,,,1956-07-05,STANDARD,False,,True,
010402,1,NDA,PREMARIN,"ESTROGENS, CONJUGATED",WYETH PHARMS,1956-12-18,STANDARD,False,ESTROGENS CONJUGATED,True,
010412,1,,,,,1956-04-20,MISSING,False,,True,
010415,1,,,,,1956-04-25,MISSING,False,,True,
010417,1,NDA,XYLOCAINE 4% PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE,FRESENIUS KABI USA,1959-05-07,PRIORITY,False,LIDOCAINE HYDROCHLORIDE,True,
010423,1,NDA,LORFAN,LEVALLORPHAN TARTRATE,ROCHE,1956-04-30,STANDARD,False,LEVALLORPHAN TARTRATE,True,
010485,1,NDA,ATARAX,HYDROXYZINE HYDROCHLORIDE,ROERIG,1956-05-31,STANDARD,False,HYDROXYZINE HYDROCHLORIDE,True,
010496,1,NDA,XYLOCAINE 5% W/ GLUCOSE 7.5%,LIDOCAINE HYDROCHLORIDE,ASTRAZENECA,1958-03-11,STANDARD,False,LIDOCAINE HYDROCHLORIDE,True,
010511,1,,,,,1957-10-21,MISSING,False,,True,
010513,1,,,,,1956-08-09,MISSING,False,,True,
010515,1,NDA,ISUPREL,ISOPROTERENOL HYDROCHLORIDE,BAUSCH,1956-05-25,PRIORITY,False,ISOPROTERENOL HYDROCHLORIDE,True,
010533,1,NDA,PBZ-SR,TRIPELENNAMINE HYDROCHLORIDE,NOVARTIS,1956-07-05,STANDARD,False,TRIPELENNAMINE HYDROCHLORIDE,True,
010541,1,,,,,1957-02-07,MISSING,False,,True,
010554,1,NDA,MAGNACORT,HYDROCORTAMATE HYDROCHLORIDE,PFIZER,1956-10-15,STANDARD,False,HYDROCORTAMATE HYDROCHLORIDE,True,
010562,1,NDA,HYDELTRA-TBA,PREDNISOLONE TEBUTATE,MERCK,1956-07-25,STANDARD,False,PREDNISOLONE TEBUTATE,True,
010565,1,,,,,1962-01-25,MISSING,False,,True,
010568,1,,,,,1956-07-06,MISSING,False,,True,
010571,1,NDA,COMPAZINE,PROCHLORPERAZINE MALEATE,GLAXOSMITHKLINE,1956-10-23,PRIORITY,False,PROCHLORPERAZINE MALEATE,True,
010585,1,NDA,LERITINE,ANILERIDINE HYDROCHLORIDE,MERCK,1957-08-15,STANDARD,False,ANILERIDINE HYDROCHLORIDE,True,
010596,1,NDA,CELONTIN,METHSUXIMIDE,PARKE DAVIS,1957-02-08,PRIORITY,False,METHSUXIMIDE,True,
010598,1,NDA,BENDECTIN,DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,SANOFI AVENTIS US,1956-07-30,STANDARD,False,DOXYLAMINE SUCCINATE PYRIDOXINE HYDROCHLORIDE,True,
010599,1,NDA,TRAL,HEXOCYCLIUM METHYLSULFATE,ABBVIE,1957-02-13,STANDARD,False,HEXOCYCLIUM METHYLSULFATE,True,
010611,1,NDA,HALOTESTIN,FLUOXYMESTERONE,PHARMACIA AND UPJOHN,1956-10-15,PRIORITY,False,FLUOXYMESTERONE,True,
010636,1,,,,,1956-07-22,MISSING,False,,True,
010645,1,,,,,1957-01-10,STANDARD,False,,True,
010653,1,NDA,DISIPAL,ORPHENADRINE HYDROCHLORIDE,3M,1957-05-10,STANDARD,False,ORPHENADRINE HYDROCHLORIDE,True,
010656,1,NDA,FLOROPRYL,ISOFLUROPHATE,MERCK,1957-04-02,STANDARD,False,ISOFLUROPHATE,True,
010669,1,NDA,LEUKERAN,CHLORAMBUCIL,WAYLIS THERAP,1957-03-18,PRIORITY,False,CHLORAMBUCIL,True,
010670,1,NDA,ORINASE,TOLBUTAMIDE,PHARMACIA AND UPJOHN,1957-05-31,PRIORITY,False,TOLBUTAMIDE,True,
010679,1,NDA,CANTIL,MEPENZOLATE BROMIDE,SANOFI AVENTIS US,1956-11-14,STANDARD,False,MEPENZOLATE BROMIDE,True,
010686,1,NDA,MODERIL,RESCINNAMINE,PFIZER,1956-10-31,STANDARD,False,RESCINNAMINE,True,
010695,1,,,,,1957-03-27,MISSING,False,,True,
010710,1,,,,,1956-11-28,STANDARD,False,,True,
010721,1,NDA,ANTIVERT,MECLIZINE HYDROCHLORIDE,CASPER PHARMA LLC,1957-02-14,STANDARD,False,MECLIZINE HYDROCHLORIDE,True,
010727,1,,,,,1956-12-05,MISSING,False,,True,
010742,1,NDA,COMPAZINE,PROCHLORPERAZINE EDISYLATE,GLAXOSMITHKLINE,1957-04-08,STANDARD,False,PROCHLORPERAZINE EDISYLATE,True,
010744,1,NDA,DARBID,ISOPROPAMIDE IODIDE,GLAXOSMITHKLINE,1957-10-09,STANDARD,False,ISOPROPAMIDE IODIDE,True,
010753,1,NDA,ESTRADURIN,POLYESTRADIOL PHOSPHATE,WYETH AYERST,1957-04-17,STANDARD,False,POLYESTRADIOL PHOSPHATE,True,
010773,1,,,,,1957-03-11,STANDARD,False,,True,
010775,1,NDA,TRILAFON,PERPHENAZINE,SCHERING,1957-02-27,STANDARD,False,PERPHENAZINE,True,
010786,1,,,,,1957-01-23,MISSING,False,,True,
010787,1,NDA,IRON DEXTRAN,IRON DEXTRAN,SANOFI AVENTIS US,1957-04-25,PRIORITY,False,IRON DEXTRAN,True,
010791,1,NDA,RUBIVITE,CYANOCOBALAMIN,BEL MAR,1958-07-14,STANDARD,False,CYANOCOBALAMIN,True,
