appl_no,submission_no,appl_type,drug_name,active_ingredient,sponsor_name,approval_date,review_priority_group,orphan_designation,active_ingredient_norm,needs_manual_controlled_substance_flag,arcos_merge_notes
210907,1,ANDA,BUSPIRONE HYDROCHLORIDE,BUSPIRONE HYDROCHLORIDE,UNICHEM,2019-11-14,STANDARD,False,BUSPIRONE HYDROCHLORIDE,True,
210910,1,NDA,AEMCOLO,RIFAMYCIN SODIUM,COSMO TECHNOLOGIES,2018-11-16,PRIORITY,False,RIFAMYCIN SODIUM,True,
210911,1,ANDA,CARBIDOPA; LEODOPA,CARBIDOPA;LEODOPA,ZYDUS PHARMS USA INC,2025-08-08,STANDARD,False,CARBIDOPA LEODOPA,True,
210911,2,ANDA,CARBIDOPA; LEODOPA,CARBIDOPA;LEODOPA,ZYDUS PHARMS USA INC,2025-08-08,OTHER/UNKNOWN,False,CARBIDOPA LEODOPA,True,
210913,1,NDA,CEQUA,CYCLOSPORINE,SUN PHARM,2018-08-14,STANDARD,False,CYCLOSPORINE,True,
210914,1,ANDA,LEVOCETIRIZINE HYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,HETERO LABS LTD III,2019-04-01,STANDARD,False,LEVOCETIRIZINE DIHYDROCHLORIDE,True,
210915,1,ANDA,TOBRAMYCIN,TOBRAMYCIN,TEVA PHARMS USA,2019-06-26,STANDARD,False,TOBRAMYCIN,True,
210916,1,ANDA,,,SANDOZ INC,2020-11-13,STANDARD,False,,True,
210917,1,ANDA,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,INGENUS PHARMS LLC,2018-11-23,STANDARD,False,LEUCOVORIN CALCIUM,True,
210918,1,ANDA,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,RICONPHARMA LLC,2018-11-05,STANDARD,False,ISOSORBIDE MONONITRATE,True,
210920,1,ANDA,DEFERASIROX,DEFERASIROX,BIONPHARMA,2019-11-20,STANDARD,False,DEFERASIROX,True,
210921,1,ANDA,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,AUROBINDO PHARMA,2018-12-19,STANDARD,False,POTASSIUM CHLORIDE,True,
210922,1,NDA,ONPATTRO,PATISIRAN SODIUM,ALNYLAM PHARMS INC,2018-08-10,PRIORITY,True,PATISIRAN SODIUM,True,
210923,1,NDA,MULPLETA,LUSUTROMBOPAG,VANCOCIN ITALIA,2018-07-31,PRIORITY,False,LUSUTROMBOPAG,True,
210924,1,ANDA,METHYLPHENIDATE,METHYLPHENIDATE,ACTAVIS ELIZABETH,2020-06-19,STANDARD,False,METHYLPHENIDATE,True,
210927,1,ANDA,GLYCOPYRROLATE,GLYCOPYRROLATE,PRINSTON INC,2018-10-31,STANDARD,False,GLYCOPYRROLATE,True,
210928,1,ANDA,AZELAIC ACID,AZELAIC ACID,AUROBINDO PHARMA USA,2020-10-07,STANDARD,False,AZELAIC ACID,True,
210929,1,ANDA,TACROLIMUS,TACROLIMUS,HANGZHOU ZHONGMEI,2023-04-17,STANDARD,False,TACROLIMUS,True,
210931,1,ANDA,BUSULFAN,BUSULFAN,SHILPA,2019-04-18,STANDARD,False,BUSULFAN,True,
210933,1,NDA,EYSUVIS,LOTEPREDNOL ETABONATE,ALCON LABS INC,2020-10-26,STANDARD,False,LOTEPREDNOL ETABONATE,True,
210935,1,ANDA,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,SCIEGEN PHARMS,2019-03-20,STANDARD,False,FLUOXETINE HYDROCHLORIDE,True,
210936,1,ANDA,,,SPECGX LLC,2020-01-27,STANDARD,False,,True,
210942,1,NDA,GLOPERBA,COLCHICINE,SCILEX PHARMS,2019-01-30,STANDARD,False,COLCHICINE,True,
210944,1,ANDA,MILNACIPRAN HYDROCHLORIDE,MILNACIPRAN HYDROCHLORIDE,MACLEODS PHARMS LTD,2026-02-12,STANDARD,False,MILNACIPRAN HYDROCHLORIDE,True,
210945,1,ANDA,DEFERASIROX,DEFERASIROX,MSN,2019-11-20,STANDARD,False,DEFERASIROX,True,
210945,2,ANDA,DEFERASIROX,DEFERASIROX,MSN,2020-06-16,STANDARD,False,DEFERASIROX,True,
210947,1,ANDA,MELPHALAN HYDROCHLORIDE,MELPHALAN HYDROCHLORIDE,NOVAST LABS,2020-02-18,STANDARD,False,MELPHALAN HYDROCHLORIDE,True,
210948,1,ANDA,ALBUTEROL SULFATE,ALBUTEROL SULFATE,AIZANT,2019-03-15,STANDARD,False,ALBUTEROL SULFATE,True,
210951,1,NDA,ERLEADA,APALUTAMIDE,JANSSEN BIOTECH,2018-02-14,PRIORITY,False,APALUTAMIDE,True,
210953,1,ANDA,,,AMNEAL PHARMS CO,2019-09-10,STANDARD,False,,True,
210954,1,ANDA,ERYTHROMYCIN,ERYTHROMYCIN,AMNEAL PHARMS CO,2019-07-02,STANDARD,False,ERYTHROMYCIN,True,
210955,1,ANDA,NADOLOL,NADOLOL,REGCON HOLDINGS,2018-07-23,STANDARD,False,NADOLOL,True,
210958,1,ANDA,LIDOCAINE,LIDOCAINE,STRIDES PHARMA,2018-12-11,STANDARD,False,LIDOCAINE,True,
210959,1,ANDA,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,LAURUS,2019-01-15,STANDARD,False,HYDROXYCHLOROQUINE SULFATE,True,
210961,1,ANDA,CHLORZOXAZONE,CHLORZOXAZONE,SENORES PHARMS,2024-01-22,STANDARD,False,CHLORZOXAZONE,True,
210962,1,ANDA,BROMFENAC SODIUM,BROMFENAC SODIUM,AMNEAL,2024-07-29,STANDARD,False,BROMFENAC SODIUM,True,
210963,1,ANDA,DOLUTEGRAVIR SODIUM,DOLUTEGRAVIR SODIUM,LAURUS LABS LTD,2019-05-16,STANDARD,False,DOLUTEGRAVIR SODIUM,True,
210965,1,ANDA,PROGESTERONE,PROGESTERONE,EUGIA PHARMA,2018-12-06,STANDARD,False,PROGESTERONE,True,
210966,1,ANDA,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,EUGIA PHARMA,2020-06-05,STANDARD,False,DEXAMETHASONE SODIUM PHOSPHATE,True,
210967,1,ANDA,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,EUGIA PHARMA,2019-06-07,STANDARD,False,DEXAMETHASONE SODIUM PHOSPHATE,True,
210968,1,ANDA,OLANZAPINE,OLANZAPINE,EUGIA PHARMA,2020-10-22,STANDARD,False,OLANZAPINE,True,
210969,1,ANDA,ACETAMINOPHEN,ACETAMINOPHEN,EUGIA PHARMA,2020-10-21,STANDARD,False,ACETAMINOPHEN,True,
210971,1,ANDA,PRAZOSIN HYDROCHLORIDE,PRAZOSIN HYDROCHLORIDE,NOVITIUM PHARMA,2018-10-03,STANDARD,False,PRAZOSIN HYDROCHLORIDE,True,
210976,1,ANDA,PENICILLAMINE,PENICILLAMINE,WATSON LABS INC,2019-06-24,STANDARD,False,PENICILLAMINE,True,
210978,1,ANDA,CLOBAZAM,CLOBAZAM,TARO,2019-04-15,STANDARD,False,CLOBAZAM,True,
210979,1,ANDA,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,FOSUN PHARMA,2018-07-02,STANDARD,False,DICYCLOMINE HYDROCHLORIDE,True,
210980,1,ANDA,DESOXIMETASONE,DESOXIMETASONE,RISING,2018-12-21,STANDARD,False,DESOXIMETASONE,True,
210984,1,ANDA,DECITABINE,DECITABINE,NOVAST LABS,2019-09-16,STANDARD,False,DECITABINE,True,
210985,1,ANDA,METHYLPREDNISOLONE,METHYLPREDNISOLONE,INGENUS PHARMS LLC,2019-01-09,STANDARD,False,METHYLPREDNISOLONE,True,
210986,1,ANDA,DICLOFENAC SODIUM,DICLOFENAC SODIUM,ENCUBE,2020-01-27,STANDARD,False,DICLOFENAC SODIUM,True,
210989,1,ANDA,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,AMRING PHARMS,2018-08-22,STANDARD,False,NEOSTIGMINE METHYLSULFATE,True,
210991,1,ANDA,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,SHILPA,2019-10-04,STANDARD,False,GEMCITABINE HYDROCHLORIDE,True,
210992,1,ANDA,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,GRANULES,2018-11-21,STANDARD,False,METHYLPHENIDATE HYDROCHLORIDE,True,
210993,1,ANDA,,,SANDOZ INC,2020-03-17,STANDARD,False,,True,
210994,1,ANDA,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,AMNEAL,2018-07-13,STANDARD,False,VERAPAMIL HYDROCHLORIDE,True,
210997,1,NDA,GLYRX-PF,GLYCOPYRROLATE,EXELA PHARMA,2018-07-11,STANDARD,False,GLYCOPYRROLATE,True,
210997,2,NDA,GLYRX-PF,GLYCOPYRROLATE,EXELA PHARMA,2018-07-11,STANDARD,False,GLYCOPYRROLATE,True,
210998,1,ANDA,DESONIDE,DESONIDE,ENCUBE ETHICALS,2019-01-30,STANDARD,False,DESONIDE,True,
211000,1,ANDA,,,AMNEAL IRELAND LTD,2026-02-25,STANDARD,False,,True,
211001,1,ANDA,BENDAMUSTINE HYDROCHLORIDE,BENDAMUSTINE HYDROCHLORIDE,MEITHEAL,2023-06-05,STANDARD,False,BENDAMUSTINE HYDROCHLORIDE,True,
211002,1,ANDA,LEVOLEUCOVORIN CALCIUM,LEVOLEUCOVORIN CALCIUM,MEITHEAL,2019-08-16,STANDARD,False,LEVOLEUCOVORIN CALCIUM,True,
211003,1,ANDA,LEVOLEUCOVORIN CALCIUM,LEVOLEUCOVORIN CALCIUM,MEITHEAL,2019-08-22,STANDARD,False,LEVOLEUCOVORIN CALCIUM,True,
211004,1,ANDA,HEPARIN SODIUM,HEPARIN SODIUM,EMERGE BIOSCIENCE,2020-02-24,STANDARD,False,HEPARIN SODIUM,True,
211005,1,ANDA,HEPARIN SODIUM,HEPARIN SODIUM,EMERGE BIOSCIENCE,2018-12-14,STANDARD,False,HEPARIN SODIUM,True,
211007,1,ANDA,HEPARIN SODIUM,HEPARIN SODIUM,EMERGE BIOSCIENCE,2019-05-28,STANDARD,False,HEPARIN SODIUM,True,
211009,1,ANDA,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,ASCENT PHARMS INC,2019-09-03,STANDARD,False,METHYLPHENIDATE HYDROCHLORIDE,True,
211010,1,ANDA,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,MACLEODS PHARMS LTD,2024-08-21,STANDARD,False,HYDRALAZINE HYDROCHLORIDE,True,
211011,1,ANDA,CARMUSTINE,CARMUSTINE,NOVAST LABS,2022-06-21,STANDARD,False,CARMUSTINE,True,
211012,1,ANDA,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,AJANTA PHARMA LTD,2018-09-24,STANDARD,False,DOXYCYCLINE HYCLATE,True,
211013,1,ANDA,NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE",INVENTIA,2022-02-18,STANDARD,False,NITROFURANTOIN NITROFURANTOIN MACROCRYSTALLINE,True,
211015,1,ANDA,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,SOMERSET THERAPS LLC,2018-06-18,STANDARD,False,VERAPAMIL HYDROCHLORIDE,True,
211016,1,ANDA,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,CAPLIN,2019-11-29,STANDARD,False,SODIUM NITROPRUSSIDE,True,
211019,1,ANDA,LIDOCAINE,LIDOCAINE,COSETTE,2018-12-12,STANDARD,False,LIDOCAINE,True,
211020,1,ANDA,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,GRAVITI PHARMS,2019-01-28,STANDARD,False,BUPROPION HYDROCHLORIDE,True,
211021,1,ANDA,ICATIBANT ACETATE,ICATIBANT ACETATE,JIANGSU HANSOH PHARM,2020-03-09,STANDARD,False,ICATIBANT ACETATE,True,
211022,1,ANDA,LENALIDOMIDE,LENALIDOMIDE,APOTEX,2022-08-30,STANDARD,False,LENALIDOMIDE,True,
211022,2,ANDA,LENALIDOMIDE,LENALIDOMIDE,APOTEX,2023-03-07,STANDARD,False,LENALIDOMIDE,True,
211023,1,ANDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE,WES PHARMA INC,2019-03-08,STANDARD,False,ACETAMINOPHEN HYDROCODONE BITARTRATE,True,
211024,1,ANDA,VORTIOXETINE,VORTIOXETINE,PRINSTON PHARMA INC,2022-07-28,STANDARD,False,VORTIOXETINE,True,
211026,1,ANDA,MACITENTAN,MACITENTAN,SEASONS BIOTECH,2025-12-03,STANDARD,False,MACITENTAN,True,
211027,1,ANDA,HALCINONIDE,HALCINONIDE,MYLAN,2019-08-12,STANDARD,False,HALCINONIDE,True,
211029,1,ANDA,BROMFENAC SODIUM,BROMFENAC SODIUM,GLAND,2020-03-17,STANDARD,False,BROMFENAC SODIUM,True,
211030,1,ANDA,CALCITRIOL,CALCITRIOL,GLAND,2020-02-03,STANDARD,False,CALCITRIOL,True,
211031,1,ANDA,EXEMESTANE,EXEMESTANE,BRECKENRIDGE,2019-02-21,STANDARD,False,EXEMESTANE,True,
211032,1,ANDA,CLOBAZAM,CLOBAZAM,TEVA PHARMS USA,2020-01-31,STANDARD,False,CLOBAZAM,True,
211033,1,ANDA,CLONAZEPAM,CLONAZEPAM,ALEMBIC,2019-06-28,STANDARD,False,CLONAZEPAM,True,
211034,1,ANDA,ALBENDAZOLE,ALBENDAZOLE,DR REDDYS,2021-01-26,STANDARD,False,ALBENDAZOLE,True,
211035,1,ANDA,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,SOMERSET,2018-06-18,STANDARD,False,VERAPAMIL HYDROCHLORIDE,True,
211036,1,ANDA,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,SOMERSET THERAPS LLC,2019-05-10,STANDARD,False,DEXAMETHASONE SODIUM PHOSPHATE,True,
211038,1,ANDA,CALCIUM ACETATE,CALCIUM ACETATE,SUVEN PHARMS,2020-02-21,STANDARD,False,CALCIUM ACETATE,True,
211039,1,NDA,FLUORESCEIN SODIUM AND BENOXINATE HYDROCHLORIDE,BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM,BAUSCH LOMB IRELAND,2020-03-09,STANDARD,False,BENOXINATE HYDROCHLORIDE FLUORESCEIN SODIUM,True,
211040,1,ANDA,SIROLIMUS,SIROLIMUS,NOVITIUM PHARMA,2019-01-28,STANDARD,False,SIROLIMUS,True,
211041,1,ANDA,NITISINONE,NITISINONE,NOVITIUM PHARMA,2019-08-26,STANDARD,False,NITISINONE,True,
211043,1,ANDA,ZILEUTON,ZILEUTON,TEVA PHARMS USA,2022-05-03,STANDARD,False,ZILEUTON,True,
211044,1,ANDA,RIOCIGUAT,RIOCIGUAT,TEVA PHARMS USA INC,2022-03-30,STANDARD,False,RIOCIGUAT,True,
211045,1,ANDA,DARIFENACIN HYDROBROMIDE,DARIFENACIN HYDROBROMIDE,PURACAP LABS BLU,2020-01-06,STANDARD,False,DARIFENACIN HYDROBROMIDE,True,
211047,1,ANDA,HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,ENCUBE ETHICALS,2021-11-04,STANDARD,False,HYDROCORTISONE VALERATE,True,
211049,1,ANDA,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,SUNSHINE,2019-02-22,STANDARD,False,OLMESARTAN MEDOXOMIL,True,
211050,1,ANDA,DIAZOXIDE,DIAZOXIDE,E5 PHARMA INC,2019-12-20,STANDARD,False,DIAZOXIDE,True,
211051,1,ANDA,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,TEVA PHARMS USA,2018-12-03,STANDARD,False,FLUOXETINE HYDROCHLORIDE,True,
211052,1,ANDA,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,YICHANG HUMANWELL,2018-09-24,STANDARD,False,METFORMIN HYDROCHLORIDE,True,
211053,1,ANDA,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,AUROBINDO PHARMA LTD,2021-12-17,STANDARD,False,NEBIVOLOL HYDROCHLORIDE,True,
211055,1,ANDA,CARBIDOPA,CARBIDOPA,AUROBINDO PHARMA,2019-10-21,STANDARD,False,CARBIDOPA,True,
211056,1,ANDA,IRBESARTAN,IRBESARTAN,IPCA LABS LTD,2024-05-22,STANDARD,False,IRBESARTAN,True,
211058,1,ANDA,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,AUROBINDO PHARMA,2018-07-16,STANDARD,False,RANITIDINE HYDROCHLORIDE,True,
211059,1,ANDA,LOPERAMIDE HYDROCHLORIDE AND SIMETHICONE,LOPERAMIDE HYDROCHLORIDE; SIMETHICONE,AUROBINDO PHARMA LTD,2020-12-14,STANDARD,False,LOPERAMIDE HYDROCHLORIDE SIMETHICONE,True,
211060,1,ANDA,SILODOSIN,SILODOSIN,AJANTA PHARMA LTD,2018-12-03,STANDARD,False,SILODOSIN,True,
211061,1,ANDA,HALOPERIDOL,HALOPERIDOL,APPCO,2020-01-08,STANDARD,False,HALOPERIDOL,True,
211062,1,ANDA,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,HIBROW HLTHCARE,2019-02-06,STANDARD,False,OXYBUTYNIN CHLORIDE,True,
211063,1,ANDA,CHLORTHALIDONE,CHLORTHALIDONE,CHARTWELL RX,2019-02-26,STANDARD,False,CHLORTHALIDONE,True,
211064,1,ANDA,FOLIC ACID,FOLIC ACID,RISING,2019-03-08,STANDARD,False,FOLIC ACID,True,
211065,1,ANDA,NAPROXEN SODIUM,NAPROXEN SODIUM,HETERO LABS LTD V,2022-10-28,STANDARD,False,NAPROXEN SODIUM,True,
211066,1,ANDA,,,ALEMBIC PHARMS LTD,2022-01-05,STANDARD,False,,True,
211067,1,ANDA,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,APOTEX,2018-08-08,STANDARD,False,POTASSIUM CHLORIDE,True,
211068,1,ANDA,AZITHROMYCIN,AZITHROMYCIN,CARLSBAD,2020-05-08,STANDARD,False,AZITHROMYCIN,True,
211069,1,ANDA,ACETAZOLAMIDE,ACETAZOLAMIDE,ZYDUS LIFESCIENCES,2023-04-04,STANDARD,False,ACETAZOLAMIDE,True,
211072,1,ANDA,OLANZAPINE,OLANZAPINE,UBI,2025-06-11,STANDARD,False,OLANZAPINE,True,
211073,1,ANDA,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,MACLEODS PHARMS LTD,2025-04-02,STANDARD,False,SITAGLIPTIN PHOSPHATE,True,
211074,1,ANDA,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,ZYDUS PHARMS,2018-10-15,STANDARD,False,CLOBETASOL PROPIONATE,True,
211075,1,ANDA,FEXOFENADINE HYDROCHLORIDE ALLERGY,FEXOFENADINE HYDROCHLORIDE,GRANULES,2019-10-18,STANDARD,False,FEXOFENADINE HYDROCHLORIDE,True,
211076,1,ANDA,TRIENTINE HYDROCHLORIDE,TRIENTINE HYDROCHLORIDE,DR REDDYS,2019-07-03,STANDARD,False,TRIENTINE HYDROCHLORIDE,True,
211077,1,ANDA,,,PERRIGO PHARMA INTL,2025-07-16,STANDARD,False,,True,
211078,1,ANDA,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,AMNEAL,2018-07-19,STANDARD,False,PHENYLEPHRINE HYDROCHLORIDE,True,
211079,1,ANDA,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,AMNEAL,2018-07-05,STANDARD,False,PHENYLEPHRINE HYDROCHLORIDE,True,
211080,1,ANDA,FENOFIBRATE,FENOFIBRATE,PRINSTON INC,2018-08-28,STANDARD,False,FENOFIBRATE,True,
211081,1,ANDA,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,MILLA PHARMS,2020-07-17,STANDARD,False,PHENYLEPHRINE HYDROCHLORIDE,True,
211082,1,ANDA,RANOLAZINE,RANOLAZINE,GLENMARK PHARMS LTD,2019-07-05,STANDARD,False,RANOLAZINE,True,
211083,1,ANDA,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,ACCORD HLTHCARE,2020-07-02,STANDARD,False,ERLOTINIB HYDROCHLORIDE,True,
211084,1,ANDA,,,SIGMAPHARM LABS LLC,2022-01-12,STANDARD,False,,True,
211085,1,ANDA,VORTIOXETINE,VORTIOXETINE,CIPLA LTD,2019-08-23,STANDARD,False,VORTIOXETINE,True,
211086,1,ANDA,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE,EXELA PHARMA,2020-09-17,STANDARD,False,ERYTHROMYCIN LACTOBIONATE,True,
211087,1,ANDA,POTASSIUM CHLORIDE 10MEQ; POTASSIUM CHLORIDE 20MEQ; POTASSIUM CHLORIDE 40MEQ,POTASSIUM CHLORIDE,FRESENIUS KABI USA,2020-09-09,STANDARD,False,POTASSIUM CHLORIDE,True,
211088,1,ANDA,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,RISING,2018-10-03,STANDARD,False,PRAMIPEXOLE DIHYDROCHLORIDE,True,
211089,1,ANDA,VORTIOXETINE,VORTIOXETINE,ALKEM LABS LTD,2019-08-21,STANDARD,False,VORTIOXETINE,True,
211090,1,ANDA,PEMETREXED DISODIUM,PEMETREXED DISODIUM,BIOCON PHARMA,2022-05-25,STANDARD,False,PEMETREXED DISODIUM,True,
211091,1,ANDA,SODIUM BICARBONATE,SODIUM BICARBONATE,EXELA PHARMA,2019-06-20,STANDARD,False,SODIUM BICARBONATE,True,
211092,1,ANDA,SILDENAFIL CITRATE,SILDENAFIL CITRATE,AMNEAL PHARMS,2019-11-27,STANDARD,False,SILDENAFIL CITRATE,True,
211094,1,ANDA,DASATINIB,DASATINIB,TEVA PHARMS USA,2025-08-27,STANDARD,False,DASATINIB,True,
211096,1,ANDA,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,CIVICA,2019-02-19,STANDARD,False,BUPIVACAINE HYDROCHLORIDE,True,
211097,1,ANDA,TERIPARATIDE,TERIPARATIDE,APOTEX,2023-11-16,STANDARD,False,TERIPARATIDE,True,
211099,1,ANDA,VORICONAZOLE,VORICONAZOLE,GLAND,2020-03-31,STANDARD,False,VORICONAZOLE,True,
211100,1,ANDA,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,YICHANG HUMANWELL,2021-04-02,STANDARD,False,MEMANTINE HYDROCHLORIDE,True,
211101,1,ANDA,VORTIOXETINE HYDROBROMIDE,VORTIOXETINE HYDROBROMIDE,MSN LABORATORIES PRIVATE LTD,2025-11-03,STANDARD,False,VORTIOXETINE HYDROBROMIDE,True,
211103,1,ANDA,,,LUPIN,2023-11-22,STANDARD,False,,True,
211105,1,,,,,2019-06-27,STANDARD,False,,True,
211106,1,ANDA,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ABHAI LLC,2018-09-26,STANDARD,False,ACETAMINOPHEN BUTALBITAL CAFFEINE,True,
211107,1,ANDA,MACITENTAN,MACITENTAN,TORRENT,2024-08-05,STANDARD,False,MACITENTAN,True,
211109,1,NDA,XERAVA,ERAVACYCLINE DIHYDROCHLORIDE,TETRAPHASE PHARMS,2018-08-27,PRIORITY,False,ERAVACYCLINE DIHYDROCHLORIDE,True,
211111,1,ANDA,FLUOCINONIDE,FLUOCINONIDE,AMNEAL,2018-06-04,STANDARD,False,FLUOCINONIDE,True,
211116,1,ANDA,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE,CROSSMEDIKA SA,2024-05-20,STANDARD,False,TRAZODONE HYDROCHLORIDE,True,
211117,1,ANDA,ALBENDAZOLE,ALBENDAZOLE,EDENBRIDGE PHARMS,2019-05-14,STANDARD,False,ALBENDAZOLE,True,
211119,1,ANDA,CHOLESTYRAMINE,CHOLESTYRAMINE,AJANTA PHARMA LTD,2020-04-06,STANDARD,False,CHOLESTYRAMINE,True,
211120,1,ANDA,MACITENTAN,MACITENTAN,LAURUS,2025-11-05,STANDARD,False,MACITENTAN,True,
211121,1,ANDA,NICARDIPINE HYDROCHLORIDE,NICARDIPINE HYDROCHLORIDE,EUGIA PHARMA,2021-04-08,STANDARD,False,NICARDIPINE HYDROCHLORIDE,True,
211122,1,ANDA,FENOFIBRATE,FENOFIBRATE,RISING,2020-03-18,STANDARD,False,FENOFIBRATE,True,
211123,1,ANDA,MACITENTAN,MACITENTAN,SUN PHARM,2025-08-26,STANDARD,False,MACITENTAN,True,
211124,1,ANDA,,,MYLAN PHARMS INC,2019-03-27,STANDARD,False,,True,
211125,1,ANDA,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,TEVA PHARMS USA,2019-02-27,STANDARD,False,OSELTAMIVIR PHOSPHATE,True,
211128,1,ANDA,MACITENTAN,MACITENTAN,ALEMBIC,2025-08-18,STANDARD,False,MACITENTAN,True,
211129,1,ANDA,HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,GLENMARK PHARMS LTD,2018-10-12,STANDARD,False,HYDROCORTISONE VALERATE,True,
211130,1,ANDA,VORTIOXETINE HYDROBROMIDE,VORTIOXETINE HYDROBROMIDE,APOTEX INC,2026-01-29,STANDARD,False,VORTIOXETINE HYDROBROMIDE,True,
211132,1,ANDA,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,NOVAST LABS,2020-07-30,STANDARD,False,LEUCOVORIN CALCIUM,True,
211134,1,ANDA,TRIENTINE HYDROCHLORIDE,TRIENTINE HYDROCHLORIDE,MSN,2019-05-22,STANDARD,False,TRIENTINE HYDROCHLORIDE,True,
211135,1,ANDA,RIOCIGUAT,RIOCIGUAT,MSN,2022-09-01,STANDARD,False,RIOCIGUAT,True,
211136,1,ANDA,MACITENTAN,MACITENTAN,MSN,2025-08-20,STANDARD,False,MACITENTAN,True,
211137,1,ANDA,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,MACLEODS PHARMS LTD,2025-12-09,STANDARD,False,DOXYCYCLINE HYCLATE,True,
211139,1,ANDA,AMPHETAMINE SULFATE,AMPHETAMINE SULFATE,AMNEAL PHARMS,2018-09-26,STANDARD,False,AMPHETAMINE SULFATE,True,
211142,1,ANDA,HYDROXYPROGESTERONE CAPROATE,HYDROXYPROGESTERONE CAPROATE,EUGIA PHARMA,2019-05-09,STANDARD,False,HYDROXYPROGESTERONE CAPROATE,True,
211143,1,ANDA,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,ALKEM LABS LTD,2020-11-25,STANDARD,False,METOPROLOL SUCCINATE,True,
211144,1,ANDA,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,RISING,2024-11-26,STANDARD,False,QUETIAPINE FUMARATE,True,
211145,1,ANDA,URSODIOL,URSODIOL,ZYDUS LIFESCIENCES,2018-10-30,STANDARD,False,URSODIOL,True,
211146,1,ANDA,VORTIOXETINE HYDROBROMIDE,VORTIOXETINE HYDROBROMIDE,ZYDUS PHARMS,2024-04-02,STANDARD,False,VORTIOXETINE HYDROBROMIDE,True,
211147,1,ANDA,AZITHROMYCIN,AZITHROMYCIN,ZYDUS LIFESCIENCES,2018-07-31,STANDARD,False,AZITHROMYCIN,True,
