ApplNo,SubmissionType,SubmissionNo,SubmissionStatus,SubmissionStatusDate,approval_year,ReviewPriority_raw,ReviewPriority,ApplType_raw,ApplType,SponsorName,DrugName,ActiveIngredient,n_products,ProductNo_list,SubmissionClassCodeID,SubmissionClassCode,SubmissionClassCodeDescription
062356,ORIG,1,AP,1982-03-04,1982,,UNKNOWN,ANDA,ANDA,FRESENIUS KABI USA,GENTAMICIN SULFATE,GENTAMICIN SULFATE,2.0,001; 002,,,
062357,ORIG,1,AP,1981-10-05,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
062359,ORIG,1,AP,1982-01-15,1982,,UNKNOWN,,UNKNOWN,,,,,,,,
062361,ORIG,1,AP,1982-05-06,1982,,UNKNOWN,,UNKNOWN,,,,,,,,
062362,ORIG,1,AP,1982-12-17,1982,,UNKNOWN,ANDA,ANDA,LIFE LABS,ERYTHROMYCIN ESTOLATE,ERYTHROMYCIN ESTOLATE,1.0,001,,,
062363,ORIG,1,AP,1982-02-08,1982,,UNKNOWN,ANDA,ANDA,PHARMACIA AND UPJOHN,CLEOCIN T,CLINDAMYCIN PHOSPHATE,1.0,001,,,
062364,ORIG,1,AP,1987-12-22,1987,,UNKNOWN,ANDA,ANDA,SUN PHARMA CANADA,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE,1.0,001,,,
062365,ORIG,1,AP,1982-08-25,1982,,UNKNOWN,ANDA,ANDA,FRESENIUS KABI USA,CHLORAMPHENICOL SODIUM SUCCINATE,CHLORAMPHENICOL SODIUM SUCCINATE,1.0,001,,,
062366,ORIG,1,AP,1983-08-04,1983,,UNKNOWN,ANDA,ANDA,FRESENIUS KABI USA,GENTAMICIN SULFATE,GENTAMICIN SULFATE,2.0,001; 002,,,
062367,ORIG,1,AP,1985-05-28,1985,,UNKNOWN,ANDA,ANDA,COSETTE,MYKACET,NYSTATIN; TRIAMCINOLONE ACETONIDE,1.0,001,,,
062373,ORIG,1,AP,1982-09-07,1982,,UNKNOWN,ANDA,ANDA,BAXTER HLTHCARE,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE,10.0,001; 002; 003; 004; 005; 006; 007; 008; 009; 010,,,
062391,ORIG,1,AP,1982-09-30,1982,,UNKNOWN,ANDA,ANDA,MUTUAL PHARM,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,1.0,001,,,
062392,ORIG,1,AP,1983-03-31,1983,,UNKNOWN,ANDA,ANDA,WATSON LABS,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062396,ORIG,1,AP,1984-11-07,1984,,UNKNOWN,ANDA,ANDA,HIKMA INTL PHARMS,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062398,ORIG,1,AP,1982-07-29,1982,,UNKNOWN,,UNKNOWN,,,,,,,,
062402,ORIG,1,AP,1982-12-16,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,NYSTATIN,NYSTATIN,1.0,001,,,
062405,ORIG,1,AP,1982-11-18,1982,,UNKNOWN,ANDA,ANDA,TARO,A/T/S,ERYTHROMYCIN,1.0,001,,,
062409,ORIG,1,AP,1982-12-16,1982,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,ERYTHROMYCIN ESTOLATE,ERYTHROMYCIN ESTOLATE,1.0,001,,,
062413,ORIG,1,AP,1983-08-11,1983,,UNKNOWN,ANDA,ANDA,ABBOTT,GENTAMICIN SULFATE,GENTAMICIN SULFATE,10.0,001; 002; 003; 004; 005; 006; 007; 008; 009; 010,,,
062414,ORIG,1,AP,1983-08-15,1983,,UNKNOWN,ANDA,ANDA,HOSPIRA,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE,10.0,001; 002; 003; 004; 005; 006; 007; 008; 009; 010,,,
062418,ORIG,1,AP,1983-01-28,1983,,UNKNOWN,ANDA,ANDA,MUTUAL PHARM,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062420,ORIG,1,AP,1983-08-15,1983,,UNKNOWN,ANDA,ANDA,HOSPIRA,GENTAMICIN SULFATE,GENTAMICIN SULFATE,2.0,001; 002,,,
062421,ORIG,1,AP,1983-02-02,1983,,UNKNOWN,ANDA,ANDA,ACTAVIS LABS FL INC,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,1.0,001,,,
062422,ORIG,1,AP,1984-01-31,1984,,UNKNOWN,ANDA,ANDA,BAXTER HLTHCARE,CEPHALOTHIN SODIUM W/ SODIUM CHLORIDE IN PLASTIC CONTAINER; CEPHALOTHIN SODIUM W/ DEXTROSE IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM,6.0,001; 002; 003; 004; 005; 006,,,
062423,ORIG,1,AP,1983-08-25,1983,,UNKNOWN,ANDA,ANDA,SANDOZ,NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,1.0,001,,,
062427,ORIG,1,AP,1983-05-26,1983,,UNKNOWN,ANDA,ANDA,SUN PHARMA CANADA,GENTAMICIN SULFATE,GENTAMICIN SULFATE,1.0,001,,,
062432,ORIG,1,AP,1983-02-15,1983,,UNKNOWN,ANDA,ANDA,MYLAN,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,1.0,001,,,
062436,ORIG,1,AP,1983-03-09,1983,,UNKNOWN,ANDA,ANDA,WESTWOOD SQUIBB,T-STAT,ERYTHROMYCIN,1.0,001,,,
062438,ORIG,1,AP,1983-11-17,1983,,UNKNOWN,ANDA,ANDA,WYETH AYERST,GRISACTIN ULTRA,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",2.0,001; 002,,,
062447,ORIG,1,AP,1983-09-26,1983,,UNKNOWN,ANDA,ANDA,PADAGIS US,ERYTHROMYCIN,ERYTHROMYCIN,1.0,001,,,
062450,ORIG,1,AP,1983-10-27,1983,,UNKNOWN,ANDA,ANDA,HIKMA,DOXYCYCLINE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062452,ORIG,1,AP,1984-10-10,1984,,UNKNOWN,ANDA,ANDA,ALLERGAN,GENOPTIC,GENTAMICIN SULFATE,1.0,001,,,
062454,ORIG,1,AP,1983-08-15,1983,,UNKNOWN,,UNKNOWN,,,,,,,,
062457,ORIG,1,AP,1983-07-28,1983,,UNKNOWN,ANDA,ANDA,SUN PHARMA CANADA,NYSTATIN,NYSTATIN,1.0,001,,,
062467,ORIG,1,AP,1985-07-03,1985,,UNKNOWN,ANDA,ANDA,SYOSSET,E-SOLVE 2,ERYTHROMYCIN,1.0,001,,,
062468,ORIG,1,AP,1985-07-03,1985,,UNKNOWN,ANDA,ANDA,FOUGERA PHARMS,C-SOLVE-2,ERYTHROMYCIN,1.0,001,,,
062472,ORIG,1,AP,1984-02-13,1984,,UNKNOWN,ANDA,ANDA,PADAGIS US,NYSTATIN,NYSTATIN,1.0,001,,,
062474,ORIG,1,AP,1983-12-22,1983,,UNKNOWN,ANDA,ANDA,HERITAGE,NYSTATIN,NYSTATIN,1.0,001,,,
062475,ORIG,1,AP,1983-12-09,1983,,UNKNOWN,ANDA,ANDA,FRESENIUS KABI USA,DOXY 100; DOXY 200,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062476,ORIG,1,AP,1986-03-21,1986,,UNKNOWN,ANDA,ANDA,STERISCIENCE,VANCOCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,2.0,001; 002,,,
062477,ORIG,1,AP,1983-12-23,1983,,UNKNOWN,ANDA,ANDA,SUN PHARMA CANADA,GENTAMICIN SULFATE,GENTAMICIN SULFATE,1.0,001,,,
062479,ORIG,1,AP,1983-12-23,1983,,UNKNOWN,ANDA,ANDA,RANBAXY,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062480,ORIG,1,AP,1984-03-30,1984,,UNKNOWN,ANDA,ANDA,NOVARTIS,GENTACIDIN,GENTAMICIN SULFATE,1.0,001,,,
062483,ORIG,1,AP,1984-01-26,1984,,UNKNOWN,ANDA,ANDA,VALEANT LUXEMBOURG,GRIFULVIN V,"GRISEOFULVIN, MICROSIZE",1.0,001,,,
062488,ORIG,1,AP,1985-11-06,1985,,UNKNOWN,ANDA,ANDA,SANDOZ,NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,1.0,001,,,
062494,ORIG,1,AP,1985-02-20,1985,,UNKNOWN,ANDA,ANDA,SUPERPHARM,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,1.0,001,,,
062497,ORIG,1,AP,1984-08-23,1984,,UNKNOWN,ANDA,ANDA,TEVA,DOXY-LEMMON,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062500,ORIG,1,AP,1984-09-11,1984,,UNKNOWN,ANDA,ANDA,CHARTWELL,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062501,ORIG,1,AP,1984-07-26,1984,,UNKNOWN,ANDA,ANDA,NOVARTIS,GENTACIDIN,GENTAMICIN SULFATE,1.0,001,,,
062505,ORIG,1,AP,1984-09-11,1984,,UNKNOWN,ANDA,ANDA,CHARTWELL,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062506,ORIG,1,AP,1984-01-16,1984,,UNKNOWN,ANDA,ANDA,TEVA,NYSTATIN,NYSTATIN,1.0,001,,,
062508,ORIG,1,AP,1985-07-11,1985,,UNKNOWN,ANDA,ANDA,MERZ PHARMS,ERYMAX,ERYTHROMYCIN,1.0,002,,,
062512,ORIG,1,AP,1984-10-29,1984,,UNKNOWN,ANDA,ANDA,PHARMOBEDIENT,NYSTATIN,NYSTATIN,1.0,001,,,
062517,ORIG,1,AP,1984-06-07,1984,,UNKNOWN,ANDA,ANDA,FOUGERA PHARMS INC,NYSTATIN,NYSTATIN,1.0,001,,,
062519,ORIG,1,AP,1984-07-06,1984,,UNKNOWN,ANDA,ANDA,SAVAGE LABS,NYSTEX,NYSTATIN,1.0,001,,,
062520,ORIG,1,AP,1985-05-09,1985,,UNKNOWN,ANDA,ANDA,WATSON LABS,KANAMYCIN SULFATE,KANAMYCIN SULFATE,1.0,003,,,
062522,ORIG,1,AP,1985-01-24,1985,,UNKNOWN,ANDA,ANDA,DOW PHARM,SANSAC,ERYTHROMYCIN,1.0,001,,,
062523,ORIG,1,AP,1985-11-25,1985,,UNKNOWN,ANDA,ANDA,ALCON PHARMS LTD,GENTAMICIN SULFATE,GENTAMICIN SULFATE,1.0,001,,,
062524,ORIG,1,AP,1985-11-26,1985,,UNKNOWN,ANDA,ANDA,CHARTWELL RX,NYSTATIN,NYSTATIN,1.0,001,,,
062527,ORIG,1,AP,1984-08-02,1984,,UNKNOWN,ANDA,ANDA,SANDOZ,NAFCILLIN SODIUM,NAFCILLIN SODIUM,4.0,001; 002; 003; 004,,,
062528,ORIG,1,AP,1985-08-07,1985,,UNKNOWN,ANDA,ANDA,LABS ATRAL,AMOXICILLIN,AMOXICILLIN,2.0,001; 002,,,
062531,ORIG,1,AP,1984-07-05,1984,,UNKNOWN,ANDA,ANDA,FOUGERA PHARMS INC,GENTAMICIN SULFATE,GENTAMICIN SULFATE,1.0,001,,,
062533,ORIG,1,AP,1984-10-05,1984,,UNKNOWN,ANDA,ANDA,FOUGERA PHARMS INC,GENTAMICIN SULFATE,GENTAMICIN SULFATE,1.0,001,,,
062535,ORIG,1,AP,1984-12-13,1984,,UNKNOWN,ANDA,ANDA,SANDOZ,TOBREX,TOBRAMYCIN,1.0,001,,,
062538,ORIG,1,AP,1986-04-07,1986,,UNKNOWN,ANDA,ANDA,STRIDES PHARMA INTL,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062540,ORIG,1,AP,1985-03-21,1985,,UNKNOWN,ANDA,ANDA,SUPERPHARM,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,2.0,001; 002,,,
062541,ORIG,1,AP,1985-01-16,1985,,UNKNOWN,ANDA,ANDA,PHARMAFAIR,NYSTATIN,NYSTATIN,1.0,001,,,
062543,ORIG,1,AP,1984-08-16,1984,,UNKNOWN,,UNKNOWN,,,,,,,,
062544,ORIG,1,AP,1984-10-29,1984,,UNKNOWN,ANDA,ANDA,NOVARTIS,DEXACIDIN,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,1.0,001,,,
062549,ORIG,1,AP,1985-09-10,1985,,UNKNOWN,ANDA,ANDA,LILLY,KEFLIN IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM,2.0,001; 002,,,
062557,ORIG,1,AP,1985-09-10,1985,,UNKNOWN,ANDA,ANDA,LILLY,KEFZOL,CEFAZOLIN SODIUM,2.0,001; 002,,,
062560,ORIG,1,AP,1985-09-10,1985,,UNKNOWN,ANDA,ANDA,LILLY,MANDOL,CEFAMANDOLE NAFATE,2.0,001; 002,,,
062563,ORIG,1,AP,1985-03-28,1985,,UNKNOWN,ANDA,ANDA,ELKINS SINN,ERYTHROMYCIN,ERYTHROMYCIN LACTOBIONATE,2.0,001; 002,,,
062566,ORIG,1,AP,1985-02-22,1985,,UNKNOWN,ANDA,ANDA,NOVARTIS,DEXACIDIN,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,1.0,001,,,
062569,ORIG,1,AP,1988-03-09,1988,,UNKNOWN,ANDA,ANDA,HIKMA,DOXYCYCLINE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062581,ORIG,1,AP,1985-03-15,1985,,UNKNOWN,ANDA,ANDA,TEVA,DOXY-LEMMON,DOXYCYCLINE HYCLATE,1.0,001,,,
062586,ORIG,1,AP,1988-01-04,1988,,UNKNOWN,ANDA,ANDA,ABBOTT,ERYTHROCIN,ERYTHROMYCIN LACTOBIONATE,2.0,001; 002,,,
062588,ORIG,1,AP,1986-01-06,1986,,UNKNOWN,ANDA,ANDA,HOSPIRA,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE,10.0,001; 002; 003; 004; 005; 006; 007; 008; 009; 010,,,
062590,ORIG,1,AP,1986-01-10,1986,,UNKNOWN,ANDA,ANDA,LILLY,KEFUROX IN PLASTIC CONTAINER,CEFUROXIME SODIUM,2.0,001; 002,,,
062591,ORIG,1,AP,1986-01-10,1986,,UNKNOWN,ANDA,ANDA,ACS DOBFAR,KEFUROX,CEFUROXIME SODIUM,3.0,001; 002; 003,,,
062592,ORIG,1,AP,1986-01-10,1986,,UNKNOWN,ANDA,ANDA,LILLY,KEFUROX,CEFUROXIME SODIUM,2.0,001; 002,,,
062597,ORIG,1,AP,1985-10-08,1985,,UNKNOWN,ANDA,ANDA,SAVAGE LABS,MYTREX F,NYSTATIN; TRIAMCINOLONE ACETONIDE,1.0,001,,,
062599,ORIG,1,AP,1985-10-08,1985,,UNKNOWN,ANDA,ANDA,FOUGERA PHARMS INC,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE,1.0,001,,,
062601,ORIG,1,AP,1985-10-09,1985,,UNKNOWN,ANDA,ANDA,SAVAGE LABS,MYTREX F,NYSTATIN; TRIAMCINOLONE ACETONIDE,1.0,001,,,
062602,ORIG,1,AP,1985-10-09,1985,,UNKNOWN,ANDA,ANDA,FOUGERA PHARMS INC,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE,1.0,001,,,
062606,ORIG,1,AP,1985-05-15,1985,,UNKNOWN,ANDA,ANDA,MYLAN,MYCOLOG-II,NYSTATIN; TRIAMCINOLONE ACETONIDE,1.0,001,,,
062612,ORIG,1,AP,1986-02-20,1986,,UNKNOWN,ANDA,ANDA,HOSPIRA,GENTAMICIN SULFATE,GENTAMICIN SULFATE,1.0,004,,,
062613,ORIG,1,AP,1985-11-26,1985,,UNKNOWN,ANDA,ANDA,PADDOCK LLC,NYSTATIN,NYSTATIN,1.0,001,,,
062615,ORIG,1,AP,1985-10-17,1985,,UNKNOWN,ANDA,ANDA,ODYSSEY PHARMS,NYSTATIN,NYSTATIN,1.0,001,,,
062616,ORIG,1,AP,1985-07-25,1985,,UNKNOWN,ANDA,ANDA,PHARMAFAIR,ERYTHROMYCIN,ERYTHROMYCIN,1.0,001,,,
062628,ORIG,1,AP,1985-09-25,1985,,UNKNOWN,ANDA,ANDA,ALCON,CHLORAMPHENICOL,CHLORAMPHENICOL,1.0,001,,,
062631,ORIG,1,AP,1986-07-24,1986,,UNKNOWN,ANDA,ANDA,PVT FORM,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062635,ORIG,1,AP,1987-01-08,1987,,UNKNOWN,ANDA,ANDA,EPIC PHARMA LLC,GENTAMICIN SULFATE,GENTAMICIN SULFATE,1.0,001,,,
062638,ORIG,1,AP,1986-10-31,1986,,UNKNOWN,ANDA,ANDA,HOSPIRA,ERYTHROCIN,ERYTHROMYCIN LACTOBIONATE,2.0,001; 002,,,
062640,ORIG,1,AP,1985-11-20,1985,,UNKNOWN,ANDA,ANDA,ACS DOBFAR,CEFTAZIDIME,CEFTAZIDIME,4.0,001; 002; 003; 004,,,
062644,ORIG,1,AP,1986-04-07,1986,,UNKNOWN,ANDA,ANDA,PFIZER,CLEOCIN,CLINDAMYCIN PALMITATE HYDROCHLORIDE,1.0,001,,,
062645,ORIG,1,AP,1992-06-30,1992,,UNKNOWN,ANDA,ANDA,PLIVA,ULTRAGRIS-165,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",1.0,001,,,
062646,ORIG,1,AP,1992-06-30,1992,,UNKNOWN,ANDA,ANDA,PLIVA,ULTRAGRIS-330,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",1.0,001,,,
062647,ORIG,1,AP,1986-06-23,1986,,UNKNOWN,,UNKNOWN,,,,,,,,
062653,ORIG,1,AP,1985-10-30,1985,,UNKNOWN,ANDA,ANDA,WARNER CHILCOTT,DORYX,DOXYCYCLINE HYCLATE,1.0,001,,,
062654,ORIG,1,AP,1987-04-30,1987,,UNKNOWN,ANDA,ANDA,HOFFMANN LA ROCHE,ROCEPHIN,CEFTRIAXONE SODIUM,3.0,001; 002; 003,,,
062655,ORIG,1,AP,1985-11-20,1985,,UNKNOWN,ANDA,ANDA,LILLY,TAZIDIME,CEFTAZIDIME,2.0,001; 002,,,
062659,ORIG,1,AP,1987-01-13,1987,,UNKNOWN,ANDA,ANDA,SANOFI AVENTIS US,CLAFORAN,CEFOTAXIME SODIUM,2.0,001; 002,,,
062662,ORIG,1,AP,1986-03-06,1986,,UNKNOWN,ANDA,ANDA,HOSPIRA,TAZICEF,CEFTAZIDIME,4.0,001; 002; 003; 004,,,
062663,ORIG,1,AP,1987-03-17,1987,,UNKNOWN,ANDA,ANDA,FRESENIUS KABI USA,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,5.0,001; 002; 003; 004; 005,,,
062664,ORIG,1,AP,1986-04-08,1986,,UNKNOWN,ANDA,ANDA,WATSON LABS,NEOMYCIN AND POLYMYXIN B SULFATE,NEOMYCIN SULFATE; POLYMYXIN B SULFATE,1.0,001,,,
062670,ORIG,1,AP,1987-06-18,1987,,UNKNOWN,ANDA,ANDA,TEVA,NYSTATIN,NYSTATIN,1.0,001,,,
062675,ORIG,1,AP,1986-07-10,1986,,UNKNOWN,,UNKNOWN,,,,,,,,
062676,ORIG,1,AP,1986-07-10,1986,,UNKNOWN,ANDA,ANDA,SUN PHARM INDUSTRIES,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2.0,001; 002,,,
062677,ORIG,1,AP,1986-07-10,1986,,UNKNOWN,ANDA,ANDA,SUN PHARM INDUSTRIES,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,1.0,001,,,
062682,ORIG,1,AP,1986-07-22,1986,,UNKNOWN,ANDA,ANDA,HIKMA,VANCOLED,VANCOMYCIN HYDROCHLORIDE,5.0,001; 002; 003; 004; 005,,,
062683,ORIG,1,AP,1987-01-09,1987,,UNKNOWN,ANDA,ANDA,TEVA,CEPHRADINE,CEPHRADINE,2.0,001; 002,,,
062687,ORIG,1,AP,1988-02-05,1988,,UNKNOWN,ANDA,ANDA,MICRO LABS,ERYTHRA-DERM,ERYTHROMYCIN,1.0,001,,,
062690,ORIG,1,AP,1986-12-19,1986,,UNKNOWN,ANDA,ANDA,GLAXOSMITHKLINE,TICAR,TICARCILLIN DISODIUM,1.0,001,,,
062691,ORIG,1,AP,1986-12-19,1986,,UNKNOWN,ANDA,ANDA,GLAXOSMITHKLINE,TIMENTIN,CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM,1.0,001,,,
062692,ORIG,1,AP,1986-06-24,1986,,UNKNOWN,ANDA,ANDA,HIKMA,AMPICILLIN SODIUM,AMPICILLIN SODIUM,6.0,001; 002; 003; 004; 005; 006,,,
062693,ORIG,1,AP,1987-01-09,1987,,UNKNOWN,ANDA,ANDA,TEVA,CEPHRADINE,CEPHRADINE,2.0,001; 002,,,
062694,ORIG,1,AP,1987-02-10,1987,,UNKNOWN,,UNKNOWN,,,,,,,,
