ApplNo,SubmissionType,SubmissionNo,SubmissionStatus,SubmissionStatusDate,approval_year,ReviewPriority_raw,ReviewPriority,ApplType_raw,ApplType,SponsorName,DrugName,ActiveIngredient,n_products,ProductNo_list,SubmissionClassCodeID,SubmissionClassCode,SubmissionClassCodeDescription
216282,ORIG,1,AP,2024-02-07,2024,STANDARD,STANDARD,ANDA,ANDA,ZYDUS LIFESCIENCES,DEXAMETHASONE,DEXAMETHASONE,5.0,001; 002; 003; 004; 005,19,UNKNOWN,
216283,ORIG,1,AP,2024-02-07,2024,STANDARD,STANDARD,ANDA,ANDA,ZYDUS LIFESCIENCES,DEXAMETHASONE,DEXAMETHASONE,1.0,001,19,UNKNOWN,
216284,ORIG,1,AP,2024-05-09,2024,STANDARD,STANDARD,ANDA,ANDA,ZYDUS LIFESCIENCES,DEXAMETHASONE,DEXAMETHASONE,1.0,001,19,UNKNOWN,
216285,ORIG,1,AP,2022-06-29,2022,STANDARD,STANDARD,NDA,NDA,EXELTIS USA INC,DROSPIRENONE,DROSPIRENONE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
216291,ORIG,1,AP,2022-07-06,2022,STANDARD,STANDARD,ANDA,ANDA,DR REDDYS,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,1.0,001,19,UNKNOWN,
216294,ORIG,1,AP,2025-09-26,2025,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,CALCITONIN-SALMON,CALCITONIN SALMON,1.0,001,19,UNKNOWN,
216295,ORIG,1,AP,2022-09-08,2022,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,DEXAMETHASONE,DEXAMETHASONE,1.0,001,19,UNKNOWN,
216297,ORIG,1,AP,2024-10-07,2024,STANDARD,STANDARD,ANDA,ANDA,SCIEGEN PHARMS,GLYCOPYRROLATE,GLYCOPYRROLATE,1.0,001,19,UNKNOWN,
216300,ORIG,1,AP,2023-04-26,2023,STANDARD,STANDARD,ANDA,ANDA,BIONPHARMA,THEOPHYLLINE,THEOPHYLLINE,2.0,001; 002,19,UNKNOWN,
216303,ORIG,1,AP,2024-05-17,2024,STANDARD,STANDARD,ANDA,ANDA,NEOCUBES PHARMA,ARFORMOTEROL TARTRATE,ARFORMOTEROL TARTRATE,1.0,001,19,UNKNOWN,
216304,ORIG,1,AP,2022-08-08,2022,STANDARD,STANDARD,ANDA,ANDA,UTOPIC PHARMS,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,3.0,001; 002; 003,19,UNKNOWN,
216307,ORIG,1,AP,2021-07-26,2021,UNKNOWN,UNKNOWN,NDA,NDA,GENERAL AIR SERVICE & SUPPLY COMPANY,"HELIUM, USP",HELIUM,1.0,001,23,MEDGAS,Medical Gas
216308,ORIG,1,AP,2025-02-18,2025,STANDARD,STANDARD,ANDA,ANDA,NEW HEIGHTSRX,DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,1.0,001,19,UNKNOWN,
216309,ORIG,1,AP,2023-08-10,2023,STANDARD,STANDARD,ANDA,ANDA,HERITAGE,BACLOFEN,BACLOFEN,2.0,001; 002,19,UNKNOWN,
216317,ORIG,1,AP,2023-04-11,2023,STANDARD,STANDARD,ANDA,ANDA,APPCO,VALGANCICLOVIR HYDROCHLORIDE,VALGANCICLOVIR HYDROCHLORIDE,1.0,001,19,UNKNOWN,
216318,ORIG,1,AP,2022-06-02,2022,STANDARD,STANDARD,NDA,NDA,AZURITY,AZMIRO,TESTOSTERONE CYPIONATE,1.0,001,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
216321,ORIG,1,AP,2023-06-16,2023,STANDARD,STANDARD,ANDA,ANDA,RUBICON RESEARCH,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,3.0,001; 002; 003,19,UNKNOWN,
216323,ORIG,1,AP,2023-07-12,2023,STANDARD,STANDARD,ANDA,ANDA,COSETTE,METRONIDAZOLE,METRONIDAZOLE,1.0,001,19,UNKNOWN,
216324,ORIG,1,AP,2022-12-16,2022,STANDARD,STANDARD,ANDA,ANDA,AM REGENT,CUPRIC SULFATE,CUPRIC SULFATE,1.0,001,19,UNKNOWN,
216326,ORIG,1,AP,2023-06-20,2023,STANDARD,STANDARD,ANDA,ANDA,WESTMINSTER PHARMS,POSACONAZOLE,POSACONAZOLE,1.0,001,19,UNKNOWN,
216327,ORIG,1,AP,2023-04-06,2023,STANDARD,STANDARD,ANDA,ANDA,SCIEGEN PHARMS,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,6.0,001; 002; 003; 004; 005; 006,19,UNKNOWN,
216328,ORIG,1,AP,2024-10-15,2024,STANDARD,STANDARD,ANDA,ANDA,SOMERSET THERAPS LLC,OFLOXACIN,OFLOXACIN,1.0,001,19,UNKNOWN,
216331,ORIG,1,AP,2022-03-31,2022,STANDARD,STANDARD,ANDA,ANDA,AUROBINDO PHARMA,ACYCLOVIR,ACYCLOVIR,1.0,001,19,UNKNOWN,
216332,ORIG,1,AP,2022-07-25,2022,STANDARD,STANDARD,ANDA,ANDA,LAURUS,ABACAVIR SULFATE AND LAMIVUDINE,ABACAVIR SULFATE; LAMIVUDINE,1.0,001,19,UNKNOWN,
216334,ORIG,1,AP,2024-02-05,2024,STANDARD,STANDARD,ANDA,ANDA,ANNORA PHARMA,MESALAMINE,MESALAMINE,1.0,001,19,UNKNOWN,
216335,ORIG,1,AP,2022-09-14,2022,STANDARD,STANDARD,ANDA,ANDA,ASPIRO,LACOSAMIDE,LACOSAMIDE,1.0,001,19,UNKNOWN,
216338,ORIG,1,AP,2023-05-11,2023,STANDARD,STANDARD,NDA,NDA,TEVA PHARMS INC,PACLITAXEL,PACLITAXEL,1.0,001,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
216340,ORIG,1,AP,2022-12-12,2022,STANDARD,STANDARD,NDA,NDA,BRISTOL,KRAZATI,ADAGRASIB,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
216341,ORIG,1,AP,2022-07-19,2022,STANDARD,STANDARD,ANDA,ANDA,ZYDUS PHARMS,NOREPINEPHRINE BITARTRATE,NOREPINEPHRINE BITARTRATE,1.0,001,19,UNKNOWN,
216342,ORIG,1,AP,2022-06-22,2022,STANDARD,STANDARD,ANDA,ANDA,EUGIA PHARMA,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,3.0,001; 002; 003,19,UNKNOWN,
216343,ORIG,1,AP,2024-05-23,2024,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,TIMOLOL MALEATE,TIMOLOL MALEATE,2.0,001; 002,19,UNKNOWN,
216344,ORIG,1,AP,2023-10-10,2023,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,POTASSIUM PHOSPHATES,"POTASSIUM PHOSPHATE, DIBASIC; POTASSIUM PHOSPHATE, MONOBASIC",3.0,001; 002; 003,19,UNKNOWN,
216345,ORIG,1,AP,2024-12-13,2024,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE,1.0,001,19,UNKNOWN,
216346,ORIG,1,AP,2023-04-04,2023,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,NELARABINE,NELARABINE,1.0,001,19,UNKNOWN,
216348,ORIG,1,AP,2024-01-09,2024,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,FLUOROMETHOLONE,FLUOROMETHOLONE,1.0,001,19,UNKNOWN,
216349,ORIG,1,AP,2022-06-24,2022,STANDARD,STANDARD,ANDA,ANDA,GRAVITI PHARMS,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,1.0,001,19,UNKNOWN,
216350,ORIG,1,AP,2023-11-06,2023,STANDARD,STANDARD,ANDA,ANDA,GLENMARK PHARMS LTD,FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,4.0,001; 002; 003; 004,19,UNKNOWN,
216351,ORIG,1,AP,2022-10-27,2022,STANDARD,STANDARD,ANDA,ANDA,RUBICON RESEARCH,ARIPIPRAZOLE,ARIPIPRAZOLE,1.0,001,19,UNKNOWN,
216352,ORIG,1,AP,2024-07-26,2024,STANDARD,STANDARD,NDA,NDA,LUYE INNOMIND PHARMA,ERZOFRI,PALIPERIDONE PALMITATE,6.0,001; 002; 003; 004; 005; 006,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
216354,ORIG,1,AP,2023-02-17,2023,STANDARD,STANDARD,NDA,NDA,TEVA,AUSTEDO XR,DEUTETRABENAZINE,8.0,001; 002; 003; 004; 005; 006; 007; 008,12,TYPE 3,Type 3 - New Dosage Form
216355,ORIG,1,AP,2025-05-15,2025,STANDARD,STANDARD,ANDA,ANDA,SHUANGCHENG,PACLITAXEL,PACLITAXEL,1.0,001,19,UNKNOWN,
216356,ORIG,1,AP,2022-06-23,2022,STANDARD,STANDARD,ANDA,ANDA,HETERO LABS LTD III,TRIENTINE HYDROCHLORIDE,TRIENTINE HYDROCHLORIDE,1.0,001,19,UNKNOWN,
216357,ORIG,1,AP,2022-12-16,2022,STANDARD,STANDARD,ANDA,ANDA,GLENMARK PHARMS LTD,NICARDIPINE HYDROCHLORIDE,NICARDIPINE HYDROCHLORIDE,2.0,001; 002,19,UNKNOWN,
216359,ORIG,1,AP,2022-08-08,2022,PRIORITY,PRIORITY,NDA,NDA,RAFA LABS LTD,MIDAZOLAM HYDROCHLORIDE (AUTOINJECTOR),MIDAZOLAM HYDROCHLORIDE,1.0,001,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
216361,ORIG,1,AP,2024-02-16,2024,STANDARD,STANDARD,ANDA,ANDA,DR REDDYS LABS SA,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,1.0,001,19,UNKNOWN,
216364,ORIG,1,AP,2023-06-15,2023,STANDARD,STANDARD,ANDA,ANDA,OMNIVIUM PHARMS,SODIUM BICARBONATE,SODIUM BICARBONATE,1.0,001,19,UNKNOWN,
216368,ORIG,1,AP,2024-08-28,2024,STANDARD,STANDARD,ANDA,ANDA,CHARTWELL RX,GLYCOPYRROLATE,GLYCOPYRROLATE,1.0,001,19,UNKNOWN,
216373,ORIG,1,AP,2023-01-23,2023,STANDARD,STANDARD,ANDA,ANDA,SHANDONG,MILRINONE LACTATE,MILRINONE LACTATE,1.0,001,19,UNKNOWN,
216375,ORIG,1,AP,2022-05-27,2022,STANDARD,STANDARD,ANDA,ANDA,ALKEM LABS LTD,LEVETIRACETAM,LEVETIRACETAM,4.0,001; 002; 003; 004,19,UNKNOWN,
216376,ORIG,1,AP,2024-03-12,2024,STANDARD,STANDARD,ANDA,ANDA,QUAGEN,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",ACETAMINOPHEN; BUTALBITAL; CAFFEINE,1.0,001,19,UNKNOWN,
216379,ORIG,1,AP,2023-05-01,2023,STANDARD,STANDARD,ANDA,ANDA,EUGIA PHARMA,TIROFIBAN HYDROCHLORIDE,TIROFIBAN HYDROCHLORIDE,2.0,001; 002,19,UNKNOWN,
216383,ORIG,1,AP,2023-08-29,2023,STANDARD,STANDARD,ANDA,ANDA,NOVITIUM PHARMA,SILDENAFIL CITRATE,SILDENAFIL CITRATE,3.0,001; 002; 003,19,UNKNOWN,
216384,ORIG,1,AP,2022-12-09,2022,STANDARD,STANDARD,ANDA,ANDA,NOVITIUM PHARMA,LEVOCARNITINE,LEVOCARNITINE,1.0,001,19,UNKNOWN,
216385,ORIG,1,AP,2023-04-14,2023,STANDARD,STANDARD,ANDA,ANDA,NOVITIUM PHARMA,NITROFURANTOIN,NITROFURANTOIN,1.0,001,19,UNKNOWN,
216386,ORIG,1,AP,2023-03-09,2023,STANDARD,STANDARD,NDA,NDA,PFIZER,ZAVZPRET,ZAVEGEPANT HYDROCHLORIDE,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
216387,ORIG,2,AP,2022-08-03,2022,STANDARD,STANDARD,NDA,NDA,ASTRAZENECA,CALQUENCE,ACALABRUTINIB MALEATE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
216387,ORIG,1,AP,2022-08-03,2022,STANDARD,STANDARD,NDA,NDA,ASTRAZENECA,CALQUENCE,ACALABRUTINIB MALEATE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
216389,ORIG,1,AP,2025-02-26,2025,STANDARD,STANDARD,ANDA,ANDA,QUAGEN,FLUOCINONIDE,FLUOCINONIDE,1.0,001,19,UNKNOWN,
216390,ORIG,1,AP,2022-12-23,2022,STANDARD,STANDARD,ANDA,ANDA,ONESOURCE SPECIALTY,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,1.0,001,19,UNKNOWN,
216393,ORIG,1,AP,2022-10-28,2022,STANDARD,STANDARD,ANDA,ANDA,NOVITIUM PHARMA,TRIMETHOPRIM,TRIMETHOPRIM,1.0,001,19,UNKNOWN,
216395,ORIG,1,AP,2026-01-26,2026,STANDARD,STANDARD,NDA,NDA,CMP DEV LLC,QUIOFIC,FOLIC ACID,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
216399,ORIG,1,AP,2022-06-08,2022,STANDARD,STANDARD,ANDA,ANDA,AIPING PHARM INC,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE,2.0,001; 002,19,UNKNOWN,
216400,ORIG,1,AP,2023-05-15,2023,STANDARD,STANDARD,ANDA,ANDA,ALKEM LABS LTD,FAMOTIDINE,FAMOTIDINE,1.0,001,19,UNKNOWN,
216403,ORIG,1,AP,2023-02-17,2023,PRIORITY,PRIORITY,NDA,NDA,TRAVERE,FILSPARI,SPARSENTAN,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
216404,ORIG,1,AP,2022-12-02,2022,STANDARD,STANDARD,ANDA,ANDA,INGENUS PHARMS LLC,CARBAMAZEPINE,CARBAMAZEPINE,3.0,001; 002; 003,19,UNKNOWN,
216407,ORIG,1,AP,2022-10-21,2022,STANDARD,STANDARD,ANDA,ANDA,ATNAHS PHARMA US,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,1.0,001,19,UNKNOWN,
216413,ORIG,1,AP,2022-09-23,2022,STANDARD,STANDARD,ANDA,ANDA,ASPIRO,DAPTOMYCIN,DAPTOMYCIN,1.0,001,19,UNKNOWN,
216414,ORIG,1,AP,2024-07-16,2024,STANDARD,STANDARD,ANDA,ANDA,AUROBINDO PHARMA,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,5.0,001; 002; 003; 004; 005,19,UNKNOWN,
216418,ORIG,1,AP,2025-02-26,2025,STANDARD,STANDARD,ANDA,ANDA,HIKMA,MERCAPTOPURINE,MERCAPTOPURINE,1.0,001,19,UNKNOWN,
216419,ORIG,1,AP,2023-09-14,2023,STANDARD,STANDARD,ANDA,ANDA,AUROBINDO PHARMA LTD,CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,1.0,001,19,UNKNOWN,
216420,ORIG,1,AP,2023-07-07,2023,STANDARD,STANDARD,ANDA,ANDA,MICRO LABS,NICARDIPINE HYDROCHLORIDE,NICARDIPINE HYDROCHLORIDE,1.0,001,19,UNKNOWN,
216421,ORIG,1,AP,2024-05-29,2024,STANDARD,STANDARD,ANDA,ANDA,APOTEX,AZELASTINE HYDROCHLORIDE ALLERGY; AZELASTINE HYDROCHLORIDE CHILDREN'S ALLERGY,AZELASTINE HYDROCHLORIDE,2.0,001; 002,19,UNKNOWN,
216422,ORIG,1,AP,2025-05-19,2025,STANDARD,STANDARD,ANDA,ANDA,GALENICUM HLTH,DIAZEPAM,DIAZEPAM,1.0,001,19,UNKNOWN,
216424,ORIG,1,AP,2024-07-22,2024,STANDARD,STANDARD,ANDA,ANDA,QILU,MEROPENEM,MEROPENEM,2.0,001; 002,19,UNKNOWN,
216426,ORIG,1,AP,2024-10-22,2024,STANDARD,STANDARD,ANDA,ANDA,LEXENPHARM,FORMOTEROL FUMARATE,FORMOTEROL FUMARATE,1.0,001,19,UNKNOWN,
216427,ORIG,1,AP,2022-08-04,2022,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,FAMOTIDINE,FAMOTIDINE,1.0,001,19,UNKNOWN,
216432,ORIG,1,AP,2025-09-03,2025,STANDARD,STANDARD,ANDA,ANDA,TP ANDA HOLDINGS,SAPROPTERIN DIHYDROCHLORIDE,SAPROPTERIN DIHYDROCHLORIDE,2.0,001; 002,19,UNKNOWN,
216434,ORIG,1,AP,2022-05-26,2022,STANDARD,STANDARD,ANDA,ANDA,GLAND,BUMETANIDE,BUMETANIDE,1.0,001,19,UNKNOWN,
216435,ORIG,1,AP,2023-05-03,2023,STANDARD,STANDARD,ANDA,ANDA,CASPER PHARMA LLC,EDETATE CALCIUM DISODIUM,EDETATE CALCIUM DISODIUM,1.0,001,19,UNKNOWN,
216436,ORIG,1,AP,2022-11-23,2022,STANDARD,STANDARD,ANDA,ANDA,BIOCON PHARMA,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,4.0,001; 002; 003; 004,19,UNKNOWN,
216437,ORIG,1,AP,2022-10-26,2022,STANDARD,STANDARD,ANDA,ANDA,EUGIA PHARMA,REGADENOSON,REGADENOSON,1.0,001,19,UNKNOWN,
216438,ORIG,1,AP,2024-05-29,2024,STANDARD,STANDARD,ANDA,ANDA,BIOCON PHARMA,MICAFUNGIN SODIUM,MICAFUNGIN SODIUM,2.0,001; 002,19,UNKNOWN,
216439,ORIG,1,AP,2023-03-07,2023,STANDARD,STANDARD,ANDA,ANDA,AMTA,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,6.0,001; 002; 003; 004; 005; 006,19,UNKNOWN,
216440,ORIG,1,AP,2023-03-20,2023,STANDARD,STANDARD,ANDA,ANDA,AUROBINDO PHARMA,CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,3.0,001; 002; 003,19,UNKNOWN,
216441,ORIG,1,AP,2022-06-03,2022,STANDARD,STANDARD,ANDA,ANDA,ZYDUS PHARMS,FAMOTIDINE,FAMOTIDINE,2.0,001; 002,19,UNKNOWN,
216444,ORIG,1,AP,2025-09-08,2025,STANDARD,STANDARD,ANDA,ANDA,ALEMBIC,PHYTONADIONE,PHYTONADIONE,1.0,001,19,UNKNOWN,
216445,ORIG,1,AP,2022-12-23,2022,STANDARD,STANDARD,ANDA,ANDA,ASPIRO,DAPTOMYCIN,DAPTOMYCIN,1.0,001,19,UNKNOWN,
216446,ORIG,1,AP,2022-11-02,2022,STANDARD,STANDARD,ANDA,ANDA,ANNORA PHARMA,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,2.0,001; 002,19,UNKNOWN,
216448,ORIG,1,AP,2022-11-09,2022,STANDARD,STANDARD,ANDA,ANDA,NOVITIUM PHARMA,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,1.0,001,19,UNKNOWN,
216452,ORIG,1,AP,2024-12-16,2024,STANDARD,STANDARD,ANDA,ANDA,ENCUBE,NITROGLYCERIN,NITROGLYCERIN,1.0,001,19,UNKNOWN,
216453,ORIG,1,AP,2024-05-16,2024,STANDARD,STANDARD,ANDA,ANDA,ELITE LABS INC,METHOTREXATE SODIUM,METHOTREXATE SODIUM,1.0,001,19,UNKNOWN,
216454,ORIG,1,AP,2022-05-20,2022,STANDARD,STANDARD,ANDA,ANDA,EUGIA PHARMA,EXEMESTANE,EXEMESTANE,1.0,001,19,UNKNOWN,
216456,ORIG,1,AP,2024-07-22,2024,STANDARD,STANDARD,ANDA,ANDA,TEVA PHARMS INC,TIOPRONIN,TIOPRONIN,2.0,001; 002,19,UNKNOWN,
216457,ORIG,1,AP,2022-09-16,2022,STANDARD,STANDARD,NDA,NDA,HERON THERAPS INC,APONVIE,APREPITANT,1.0,001,22,TYPE 10,Type 10 - New Indication Submitted as Distinct NDA - Not Consolidated
216458,ORIG,1,AP,2024-01-08,2024,STANDARD,STANDARD,ANDA,ANDA,AUROBINDO PHARMA,ENALAPRIL MALEATE,ENALAPRIL MALEATE,1.0,001,19,UNKNOWN,
216460,ORIG,1,AP,2025-06-05,2025,STANDARD,STANDARD,ANDA,ANDA,RUBICON,VALSARTAN,VALSARTAN,1.0,001,19,UNKNOWN,
216461,ORIG,1,AP,2023-02-06,2023,STANDARD,STANDARD,ANDA,ANDA,KANCHAN HLTHCARE,LACOSAMIDE,LACOSAMIDE,1.0,001,19,UNKNOWN,
216462,ORIG,1,AP,2022-11-01,2022,STANDARD,STANDARD,ANDA,ANDA,GLENMARK PHARMS LTD,SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,1.0,001,19,UNKNOWN,
216463,ORIG,1,AP,2022-11-09,2022,STANDARD,STANDARD,ANDA,ANDA,ANNORA PHARMA,MEXILETINE HYDROCHLORIDE,MEXILETINE HYDROCHLORIDE,3.0,001; 002; 003,19,UNKNOWN,
216464,ORIG,1,AP,2022-11-04,2022,STANDARD,STANDARD,ANDA,ANDA,ANNORA PHARMA,AMINOCAPROIC ACID,AMINOCAPROIC ACID,1.0,001,19,UNKNOWN,
216467,ORIG,1,AP,2022-10-25,2022,STANDARD,STANDARD,ANDA,ANDA,ZYDUS PHARMS,ACETAMINOPHEN,ACETAMINOPHEN,1.0,001,19,UNKNOWN,
216471,ORIG,1,AP,2024-04-23,2024,STANDARD,STANDARD,ANDA,ANDA,FRESENIUS KABI USA,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,1.0,001,19,UNKNOWN,
216472,ORIG,1,AP,2022-12-13,2022,STANDARD,STANDARD,NDA,NDA,THEA PHARMA,IYUZEH,LATANOPROST,1.0,001,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
216474,ORIG,1,AP,2024-05-21,2024,STANDARD,STANDARD,ANDA,ANDA,STRIDES PHARMA,SUCRALFATE,SUCRALFATE,1.0,001,19,UNKNOWN,
216482,ORIG,1,AP,2024-05-01,2024,STANDARD,STANDARD,NDA,NDA,AZURITY,MYHIBBIN,MYCOPHENOLATE MOFETIL,1.0,001,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
216483,ORIG,1,AP,2024-04-24,2024,PRIORITY,PRIORITY,NDA,NDA,ALEMBIC THERAP,PIVYA,PIVMECILLINAM HYDROCHLORIDE,1.0,001,9,TYPE 2,Type 2 - New Active Ingredient
216484,ORIG,1,AP,2025-10-06,2025,STANDARD,STANDARD,ANDA,ANDA,ALKEM LABS LTD,LIDOCAINE,LIDOCAINE,1.0,001,19,UNKNOWN,
216486,ORIG,1,AP,2022-11-25,2022,STANDARD,STANDARD,ANDA,ANDA,RITEDOSE CORP,FORMOTEROL FUMARATE,FORMOTEROL FUMARATE,1.0,001,19,UNKNOWN,
216487,ORIG,1,AP,2026-01-06,2026,STANDARD,STANDARD,ANDA,ANDA,UPSHER SMITH LABS,CIPROFLOXACIN AND DEXAMETHASONE,CIPROFLOXACIN; DEXAMETHASONE,1.0,001,19,UNKNOWN,
216488,ORIG,1,AP,2023-08-28,2023,STANDARD,STANDARD,ANDA,ANDA,I 3 PHARMS,POSACONAZOLE,POSACONAZOLE,1.0,001,19,UNKNOWN,
216490,ORIG,1,AP,2024-08-09,2024,PRIORITY,PRIORITY,NDA,NDA,ASCENDIS PHARMA BONE,YORVIPATH,PALOPEGTERIPARATIDE,3.0,001; 002; 003,7,TYPE 1,Type 1 - New Molecular Entity
216492,ORIG,1,AP,2023-01-18,2023,STANDARD,STANDARD,ANDA,ANDA,RUBICON RESEARCH,GABAPENTIN,GABAPENTIN,1.0,001,19,UNKNOWN,
216493,ORIG,1,AP,2024-08-19,2024,STANDARD,STANDARD,ANDA,ANDA,HANGZHOU ZHONGMEI,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,4.0,001; 002; 003; 004,19,UNKNOWN,
216494,ORIG,1,AP,2024-09-24,2024,STANDARD,STANDARD,ANDA,ANDA,KINDOS,FLUOROURACIL,FLUOROURACIL,1.0,001,19,UNKNOWN,
216495,ORIG,1,AP,2022-08-08,2022,STANDARD,STANDARD,ANDA,ANDA,ZYDUS LIFESCIENCES,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,2.0,001; 002,19,UNKNOWN,
216496,ORIG,1,AP,2023-01-11,2023,STANDARD,STANDARD,ANDA,ANDA,MANKIND PHARMA,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,1.0,001,19,UNKNOWN,
216501,ORIG,1,AP,2024-03-22,2024,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,CIPROFLOXACIN AND DEXAMETHASONE,CIPROFLOXACIN; DEXAMETHASONE,1.0,001,19,UNKNOWN,
216502,ORIG,1,AP,2023-11-03,2023,STANDARD,STANDARD,ANDA,ANDA,AMNEAL,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,2.0,001; 002,19,UNKNOWN,
216504,ORIG,1,AP,2025-10-03,2025,STANDARD,STANDARD,ANDA,ANDA,AUROBINDO PHARMA,NAPROXEN,NAPROXEN,1.0,001,19,UNKNOWN,
216505,ORIG,1,AP,2022-09-21,2022,STANDARD,STANDARD,ANDA,ANDA,RUBICON RESEARCH,CARBIDOPA AND LEVODOPA,CARBIDOPA; LEVODOPA,3.0,001; 002; 003,19,UNKNOWN,
216506,ORIG,1,AP,2025-07-18,2025,STANDARD,STANDARD,ANDA,ANDA,HANGZHOU ZHONGMEI,CASPOFUNGIN ACETATE,CASPOFUNGIN ACETATE,2.0,001; 002,19,UNKNOWN,
216509,ORIG,1,AP,2023-08-07,2023,STANDARD,STANDARD,ANDA,ANDA,GRANULES,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,4.0,001; 002; 003; 004,19,UNKNOWN,
216510,ORIG,1,AP,2024-09-05,2024,STANDARD,STANDARD,ANDA,ANDA,XGEN PHARMS,NELARABINE,NELARABINE,1.0,001,19,UNKNOWN,
216512,ORIG,1,AP,2023-09-21,2023,STANDARD,STANDARD,ANDA,ANDA,MSN,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,1.0,001,19,UNKNOWN,
216513,ORIG,1,AP,2022-06-17,2022,STANDARD,STANDARD,NDA,NDA,MEDUNIK,PHEBURANE,SODIUM PHENYLBUTYRATE,1.0,001,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
216517,ORIG,1,AP,2023-03-10,2023,STANDARD,STANDARD,ANDA,ANDA,ANI PHARMS,COLESTIPOL HYDROCHLORIDE,COLESTIPOL HYDROCHLORIDE,1.0,001,19,UNKNOWN,
216521,ORIG,1,AP,2022-09-23,2022,STANDARD,STANDARD,ANDA,ANDA,SCIEGEN PHARMS,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,4.0,001; 002; 003; 004,19,UNKNOWN,
216524,ORIG,1,AP,2023-11-14,2023,STANDARD,STANDARD,ANDA,ANDA,PADAGIS ISRAEL,ESTRADIOL,ESTRADIOL,5.0,001; 002; 003; 004; 005,19,UNKNOWN,
216527,ORIG,1,AP,2025-11-04,2025,STANDARD,STANDARD,ANDA,ANDA,SHANDONG,ISOFLURANE,ISOFLURANE,1.0,001,19,UNKNOWN,
216528,ORIG,1,AP,2025-12-17,2025,STANDARD,STANDARD,ANDA,ANDA,SHUANGCHENG,BORTEZOMIB,BORTEZOMIB,1.0,001,19,UNKNOWN,
